Cell,Cycle,Tem,Voltage-mean,Voltage,Current,Capacity
NCM Cell 7,1,45,3.278481710223642,2.4999216,-3500.212146335012,3290.826640042043
NCM Cell 7,2,45,3.277726373801917,2.4998822,-3500.0749156287843,3287.276434691029
NCM Cell 7,3,45,3.279384341346154,2.5000002,-3500.083727548042,3283.560942115209
NCM Cell 7,4,45,3.279507647435897,2.5000789,-3500.09002867855,3279.613454623207
NCM Cell 7,5,45,3.2786019772435897,2.4999609,-3500.352128944889,3275.531598972165
NCM Cell 7,6,45,3.2786359195512818,2.5000396,-3500.074802142953,3270.496422570667
NCM Cell 7,7,45,3.278451403205128,2.5000396,-3500.098095994926,3266.625956924374
NCM Cell 7,8,45,3.278923428846154,2.4999609,-3500.092158594057,3262.421664642335
NCM Cell 7,9,45,3.2773666352564104,2.4998822,-3500.052491620495,3258.18064206326
NCM Cell 7,10,45,3.2773980625,2.5000002,-3500.606650429007,3254.9960159242028
NCM Cell 7,11,45,3.277416991346154,2.4998822,-3500.284364078479,3250.821744415688
NCM Cell 7,12,45,3.276966556410257,2.499764,-3500.14636519582,3246.6356065699592
NCM Cell 7,13,45,3.276436481410257,2.4998822,-3500.02986376688,3242.927583322753
NCM Cell 7,14,45,3.276635131410256,2.4998426,-3499.945126172047,3239.504099005536
NCM Cell 7,15,45,3.2768845208333337,2.4998033,-3500.184783554062,3240.8096193020283
NCM Cell 7,16,45,3.2763923019230767,2.5000002,-3500.579354769393,3233.957407695178
NCM Cell 7,17,45,3.276240984294872,2.4998426,-3500.207968277887,3229.859322768283
NCM Cell 7,18,45,3.275864754166667,2.5000789,-3500.052886439408,3226.0917360747603
NCM Cell 7,19,45,3.2755756086538454,2.499764,-3500.1539090100123,3222.6940995912
NCM Cell 7,20,45,3.2759496897435896,2.4998426,-3500.061302660176,3219.6013281247274
NCM Cell 7,21,45,3.27491932275641,2.499764,-3500.458200312668,3217.2345216875533
NCM Cell 7,22,45,3.276938123794212,2.499764,-3500.481919711961,3214.0491230093
NCM Cell 7,23,45,3.2753700182692307,2.4999216,-3499.95293401883,3210.66282984307
NCM Cell 7,24,45,3.275388311538461,2.5001185,-3499.913244678889,3207.553832981228
NCM Cell 7,25,45,3.276995473311897,2.4999216,-3499.8818478181734,3204.70443321981
NCM Cell 7,26,45,3.2771566540192922,2.4998426,-3499.966435108817,3201.815491239827
NCM Cell 7,27,45,3.27463005,2.4998033,-3500.128391926231,3198.621212471109
NCM Cell 7,28,45,3.2770278906752415,2.499764,-3500.20679924394,3196.254724295246
NCM Cell 7,29,45,3.2767844080385853,2.4999216,-3500.230108706197,3193.9226089436843
NCM Cell 7,30,45,3.2771146192926044,2.5001185,-3500.27855141768,3191.555619566245
NCM Cell 7,31,45,3.276012561414791,2.4998426,-3500.249428194457,3188.775381773003
NCM Cell 7,32,45,3.2764852160771705,2.5000396,-3500.231699430161,3186.08469493815
NCM Cell 7,33,45,3.276114615434084,2.4996459,-3500.309271837177,3183.659169146186
NCM Cell 7,34,45,3.276425703858521,2.4999609,-3500.252826771296,3181.145552403565
NCM Cell 7,35,45,3.2764726762057874,2.5000002,-3500.223109551292,3178.849089168838
NCM Cell 7,36,45,3.276385828938907,2.4999609,-3500.294504013896,3176.467501191271
NCM Cell 7,37,45,3.276524091318328,2.4998033,-3500.1922777489503,3174.523439092477
NCM Cell 7,38,45,3.2756831135048237,2.4999609,-3500.356012462557,3171.715058589276
NCM Cell 7,39,45,3.2758068157556273,2.5000002,-3500.174546032388,3169.844210191512
NCM Cell 7,40,45,3.27575895659164,2.4998426,-3500.448086178561,3168.087033151179
NCM Cell 7,41,45,3.2755144604501605,2.4999216,-3500.398324200832,3165.325768994143
NCM Cell 7,42,45,3.274727177491961,2.4999609,-3500.3303373226317,3163.5718713359943
NCM Cell 7,43,45,3.2748285887459803,2.5000002,-3500.479926604338,3161.420160127766
NCM Cell 7,44,45,3.2749373524115755,2.4998822,-3500.386849716737,3163.075385674373
NCM Cell 7,45,45,3.2749022807073955,2.4999216,-3500.790291424895,3158.037337040067
NCM Cell 7,46,45,3.274701475241158,2.4999216,-3500.9025092143797,3155.9016707299825
NCM Cell 7,47,45,3.274950010289389,2.5000002,-3500.456410178074,3153.70126247206
NCM Cell 7,48,45,3.2746410765273315,2.5000002,-3500.3897356337457,3151.5588250439446
NCM Cell 7,49,45,3.2744809009646305,2.499764,-3500.3703912373994,3149.26254900201
NCM Cell 7,50,45,3.2742485726688106,2.5000396,-3500.3760633584666,3147.5480999924016
NCM Cell 7,52,45,3.273857582315113,2.4999216,-3500.5465767500423,3145.403680535348
NCM Cell 7,53,45,3.2732759077170415,2.5000789,-3500.4461963989424,3142.769284023302
NCM Cell 7,54,45,3.273969891318328,2.4998426,-3500.510791989007,3140.625199357231
NCM Cell 7,55,45,3.2735253437299034,2.4998033,-3500.577615847143,3138.57686621216
NCM Cell 7,56,45,3.2732414726688104,2.4998426,-3500.488317536565,3136.762560991076
NCM Cell 7,57,45,3.2737894633440514,2.4998822,-3500.8441986558287,3135.383435778809
NCM Cell 7,58,45,3.274816411290322,2.4998426,-3500.517753470213,3133.107873296713
NCM Cell 7,59,45,3.2742102099678454,2.4998033,-3500.5731196174343,3131.39603661133
NCM Cell 7,60,45,3.2736870305466237,2.4997246,-3500.608331622263,3129.5151798666743
NCM Cell 7,61,45,3.272898726045016,2.499764,-3500.442948632422,3127.7351744989696
NCM Cell 7,62,45,3.273249455948553,2.4998822,-3500.525668780614,3126.216421498073
NCM Cell 7,63,45,3.2720796633440514,2.4998822,-3501.1940778276235,3124.762043490802
NCM Cell 7,64,45,3.274802055483871,2.4999609,-3500.8149838010027,3122.857185927196
NCM Cell 7,65,45,3.272719317041801,2.5000396,-3500.781468402078,3121.256991034206
NCM Cell 7,66,45,3.272952159807074,2.4999216,-3500.713108176009,3119.505784698484
NCM Cell 7,67,45,3.274072438709678,2.4999216,-3500.7682688013674,3118.09419631958
NCM Cell 7,68,45,3.272749705466238,2.4998822,-3499.7164673673938,3116.374699793021
NCM Cell 7,69,45,3.272910505787781,2.4999609,-3500.711204002908,3114.618219002549
NCM Cell 7,70,45,3.2739302932258063,2.4998426,-3500.714047138264,3113.270517183702
NCM Cell 7,71,45,3.272654237942122,2.4998033,-3500.740734777628,3111.6055948516164
NCM Cell 7,72,45,3.274399141290323,2.4998033,-3500.60830520802,3109.7089494577363
