Cell,Cycle,Tem,Voltage-mean,Voltage,Current,Capacity
NCM Cell 6,1,45,3.2809758977707,2.4999101,-3500.608392121726,3285.502133577202
NCM Cell 6,2,45,3.2810661735668787,2.4999101,-3500.3378359375142,3282.069950106334
NCM Cell 6,3,45,3.2809553315286624,2.4998708,-3500.4185686225032,3277.181290008412
NCM Cell 6,4,45,3.279517801273885,2.4999888,-3500.479514367064,3272.2338539831567
NCM Cell 6,5,45,3.2800760566878986,2.5000281,-3500.402088305138,3266.8224695118547
NCM Cell 6,6,45,3.279577988853503,2.4999495,-3500.315036969372,3261.637897235108
NCM Cell 6,7,45,3.2797331079617837,2.4999495,-3500.325211316354,3257.209296321887
NCM Cell 6,8,45,3.279145384394905,2.4999101,-3500.311348749196,3252.696600860055
NCM Cell 6,9,45,3.2816905415335462,2.4999495,-3500.349658024431,3248.042454763999
NCM Cell 6,10,45,3.2793540372611467,2.4999101,-3500.4689292989447,3243.197024359131
NCM Cell 6,11,45,3.2812822143769966,2.4999101,-3500.395513679162,3238.861609235704
NCM Cell 6,12,45,3.2792302649681533,2.4999888,-3500.345882436952,3234.645610460069
NCM Cell 6,13,45,3.280806710543131,2.4999101,-3500.358914826557,3230.480455710039
NCM Cell 6,14,45,3.2804421482428117,2.4999495,-3500.514613912552,3226.49648874159
NCM Cell 6,15,45,3.280957163258786,2.4998708,-3500.4573858501426,3222.679319372152
NCM Cell 6,16,45,3.280839791373802,2.4999888,-3500.547142704779,3218.5848243311875
NCM Cell 6,17,45,3.2807785287539937,2.4999888,-3500.517649528326,3214.498228493515
NCM Cell 6,18,45,3.2807392808306712,2.4999495,-3500.358994019444,3210.8065570981184
NCM Cell 6,19,45,3.280301884664537,2.4999101,-3500.564189062071,3206.974061270205
NCM Cell 6,20,45,3.279816065814696,2.4998708,-3500.50210152336,3203.366500765654
NCM Cell 6,21,45,3.27989355399361,2.4999495,-3500.531547764323,3199.983663574083
NCM Cell 6,22,45,3.2806704677316296,2.4999495,-3500.492585170736,3196.394927698162
NCM Cell 6,23,45,3.280677013418531,2.5000281,-3500.509430380364,3193.0748127475317
NCM Cell 6,24,45,3.279703858466454,2.4999888,-3500.586452548853,3189.7674562741418
NCM Cell 6,25,45,3.279334768370608,2.4999888,-3500.5880115693017,3186.2510487046943
NCM Cell 6,26,45,3.2794925156549524,2.4999101,-3500.540770872638,3183.156131046959
NCM Cell 6,27,45,3.2785506808306715,2.4999495,-3500.4955370767902,3179.894477138535
NCM Cell 6,28,45,3.2792667118210868,2.4999495,-3500.378826942511,3176.560467851159
NCM Cell 6,29,45,3.278722024920128,2.4998708,-3500.340849567783,3173.5460714484334
NCM Cell 6,30,45,3.279120915654952,2.4998708,-3500.304439123814,3170.647391165906
NCM Cell 6,31,45,3.3268941541786745,2.4999888,-3500.419728023887,3167.984451026336
NCM Cell 6,32,45,3.2777525166134183,2.4999495,-3500.370480155639,3165.10550053087
NCM Cell 6,33,45,3.278448792651757,2.4999101,-3500.4390569527727,3162.2707749572774
NCM Cell 6,34,45,3.2778946594249203,2.4999888,-3500.312706733095,3159.441588116728
NCM Cell 6,35,45,3.2780993329073485,2.4999888,-3500.249850523103,3156.7191514093706
NCM Cell 6,36,45,3.278335699680512,2.4999101,-3500.409843200313,3153.973409196504
NCM Cell 6,37,45,3.278405519808307,2.4998708,-3500.362599569477,3151.339520148925
NCM Cell 6,38,45,3.2785158421725247,2.4998708,-3500.301626341458,3148.926637181941
NCM Cell 6,39,45,3.2779446003194885,2.4999495,-3500.3095813245727,3146.4979246040853
NCM Cell 6,40,45,3.27786434057508,2.4998708,-3500.270190348581,3143.8852346978056
NCM Cell 6,41,45,3.2782534284345046,2.4999101,-3500.281579674212,3141.192601198869
NCM Cell 6,42,45,3.278393564536741,2.4998708,-3500.248922696767,3138.867737659367
NCM Cell 6,43,45,3.277035483386581,2.4999101,-3500.307787282474,3136.366912410616
NCM Cell 6,44,45,3.2769371079872207,2.4999101,-3500.304851916187,3134.231180787895
NCM Cell 6,45,45,3.2773859402555914,2.4999495,-3500.373542803901,3131.493077860514
NCM Cell 6,46,45,3.2778435853035144,2.4999495,-3500.237923798107,3129.4078734518766
NCM Cell 6,47,45,3.277548845686901,2.4998314,-3500.44925563566,3126.77770726237
NCM Cell 6,48,45,3.2773626734824286,2.4998708,-3500.109268633956,3124.94553595242
NCM Cell 6,49,45,3.2788018842948716,2.5002644,-3500.284048526275,3123.0545486752644
NCM Cell 6,50,45,3.276609529392971,2.4998708,-3500.606978787733,3121.0017960822192
NCM Cell 6,52,45,3.277020382108626,2.4997921,-3500.118323042127,3118.417700511476
NCM Cell 6,53,45,3.277152843769968,2.4999888,-3500.4306693357503,3115.514667939995
NCM Cell 6,54,45,3.2771342204472846,2.4999888,-3500.203469753652,3113.2436398822715
NCM Cell 6,55,45,3.2793731830128205,2.4999888,-3500.3291069977863,3111.220858018255
NCM Cell 6,56,45,3.2786325217948713,2.4999495,-3500.729616239284,3107.707355131429
NCM Cell 6,57,45,3.277480327884615,2.4999101,-3500.46680906442,3106.945007922497
NCM Cell 6,58,45,3.277378270926518,2.4999101,-3500.218254265896,3104.957626383462
NCM Cell 6,59,45,3.2777286086261976,2.4997921,-3500.3659471027777,3103.016031436226
NCM Cell 6,60,45,3.2774101000000004,2.4999495,-3500.405828873435,3101.170954657256
NCM Cell 6,61,45,3.2776834476038337,2.4999101,-3500.437745351128,3099.406716988119
NCM Cell 6,62,45,3.2787890105769226,2.4998708,-3500.0632656168923,3098.008568861082
NCM Cell 6,63,45,3.2783093230769236,2.4999101,-3500.0124152464787,3096.106962433405
NCM Cell 6,64,45,3.2786757987179485,2.4999101,-3500.11634319122,3094.276549572486
NCM Cell 6,65,45,3.278716067628205,2.4997921,-3499.956506120931,3092.29250129408
NCM Cell 6,66,45,3.2778991778846156,2.4999101,-3500.0741736032232,3090.449768578015
NCM Cell 6,67,45,3.278528033653847,2.4998708,-3500.101322705178,3089.001666326631
NCM Cell 6,68,45,3.277794055769231,2.4998708,-3499.8156582528222,3087.168785785861
NCM Cell 6,69,45,3.2783904730769233,2.4999101,-3499.9814646244045,3085.438995356444
NCM Cell 6,70,45,3.2786952400641027,2.4999495,-3500.040615300522,3083.665406252441
NCM Cell 6,71,45,3.278167473076923,2.4999888,-3500.029628034182,3081.992196411132
NCM Cell 6,72,45,3.277194862179487,2.4999888,-3500.030307488933,3080.26962454902
NCM Cell 6,73,45,3.2763030134615385,2.4998708,-3499.596307951379,3078.575075261503
NCM Cell 6,74,45,3.277268186217949,2.4999888,-3499.944561726426,3077.000742919923
NCM Cell 6,75,45,3.277302001923077,2.4999101,-3499.917783638052,3075.505709135605
NCM Cell 6,76,45,3.276735496474359,2.4999101,-3499.9303116269816,3073.60201155192
NCM Cell 6,77,45,3.2775609634615384,2.4998708,-3500.178033959259,3072.1641610095207
NCM Cell 6,78,45,3.2776180051282053,2.4999101,-3499.997184747986,3070.5644008085105
NCM Cell 6,79,45,3.2779694759615383,2.4999495,-3499.859512060132,3069.175537004396
NCM Cell 6,80,45,3.2773571490384614,2.4998314,-3499.6662987223167,3067.497315925567
NCM Cell 6,81,45,3.3222745315682283,2.4999495,-3500.134526476291,3065.815556113557
NCM Cell 6,82,45,3.2775130115384616,2.4998314,-3500.073884909709,3064.654266174723
NCM Cell 6,83,45,3.27731551025641,2.4999101,-3500.0266519787046,3063.1788736589897
NCM Cell 6,84,45,3.2773569076923077,2.4999495,-3500.049301992861,3061.8410936897803
NCM Cell 6,85,45,3.2774871362179487,2.4999101,-3499.8759055447385,3060.196802006024
NCM Cell 6,86,45,3.2774236644230776,2.4999888,-3499.787425005049,3058.710581040041
NCM Cell 6,87,45,3.2775584375,2.4998708,-3499.8858038042213,3057.258286252851
NCM Cell 6,88,45,3.276612576923077,2.4998708,-3499.852172229582,3055.923609887153
NCM Cell 6,89,45,3.27757296025641,2.4999888,-3499.872468005628,3054.550704982637
NCM Cell 6,90,45,3.276357907371795,2.4999101,-3500.059118151617,3052.917593731554
NCM Cell 6,91,45,3.2764367875000002,2.4999888,-3499.862061512671,3051.526904018416
NCM Cell 6,92,45,3.2762827012820512,2.4997525,-3499.855267121779,3050.222749109159
NCM Cell 6,93,45,3.2760266400641025,2.4998708,-3499.798132632655,3048.861779053548
NCM Cell 6,94,45,3.276787198392283,2.4997921,-3499.9366874135667,3047.564014272054
NCM Cell 6,95,45,3.275973512179487,2.4999495,-3499.878842948308,3046.0375288193104
NCM Cell 6,96,45,3.276515915384615,2.4999495,-3499.834135124608,3044.660929940186
NCM Cell 6,97,45,3.276562096474359,2.4999495,-3499.9545933548043,3043.410068971487
NCM Cell 6,98,45,3.275045317628205,2.4999101,-3499.995205009439,3042.1018856030296
NCM Cell 6,99,45,3.2759010692307693,2.4999888,-3500.2461349603527,3040.4737240778272
NCM Cell 6,100,45,3.276739916346154,2.4999495,-3500.260337400104,3039.40783415351
NCM Cell 6,101,45,3.275400941025641,2.4998708,-3500.107731151593,3037.934654563125
NCM Cell 6,103,45,3.2823391828124997,2.4999495,-3499.72872507731,3037.1027403199623
NCM Cell 6,104,45,3.2741050112179484,2.4998314,-3500.284690198744,3034.9177847843434
