Cell,Cycle,Tem,Voltage-mean,Voltage,Current,Capacity
NCM Cell18,1,45,3.27936695942492,2.4999785,-3499.57275044588,3312.7933024899653
NCM Cell18,2,45,3.278582904472843,2.4999785,-3499.679689847423,3308.2325872094734
NCM Cell18,3,45,3.2784752073482424,2.4998999,-3499.48356803681,3303.1910676443126
NCM Cell18,4,45,3.2779593769968054,2.4998999,-3499.64802064996,3298.585710684679
NCM Cell18,5,45,3.2772143220447285,2.5000179,-3499.4083196011684,3293.574584698893
NCM Cell18,6,45,3.2789033682692303,2.4998999,-3499.609606064153,3288.588753208144
NCM Cell18,7,45,3.2769042047923325,2.4999392000000005,-3500.75593723864,3284.011365937502
NCM Cell18,8,45,3.2769755383386583,2.4998999,-3499.5420214506908,3279.502019816621
NCM Cell18,9,45,3.2787241474358977,2.4998999,-3499.639818416039,3274.779089895429
NCM Cell18,10,45,3.277291357051282,2.4999392000000005,-3499.691020403784,3270.389855492758
NCM Cell18,11,45,3.278369106730769,2.4997816000000004,-3499.823337372173,3265.997041849773
NCM Cell18,12,45,3.2779226842948717,2.4998212000000004,-3499.809820205187,3261.671488588462
NCM Cell18,13,45,3.2780370378205133,2.4998999,-3499.735240382585,3257.8410062605794
NCM Cell18,14,45,3.276674419871795,2.4999392000000005,-3499.79038999118,3253.655307508272
NCM Cell18,15,45,3.2743226733974358,2.4998605,-3499.87598365141,3247.9801939272747
NCM Cell18,16,45,3.276968624038461,2.4999392000000005,-3499.8587076620424,3245.7650272576234
NCM Cell18,17,45,3.2766674775641027,2.5000575,-3499.727331583174,3242.120198826905
NCM Cell18,18,45,3.276690956410256,2.4998212000000004,-3499.740531045732,3238.583532296685
NCM Cell18,19,45,3.2763996557692305,2.4999392000000005,-3499.790913404472,3234.947045494926
NCM Cell18,20,45,3.276741066346154,2.4999392000000005,-3499.933572741726,3231.667495038249
NCM Cell18,21,45,3.276450770192308,2.4998212000000004,-3499.608879617578,3228.42266025757
NCM Cell18,22,45,3.2756597846153848,2.4999392000000005,-3499.675398029278,3224.907720477024
NCM Cell18,23,45,3.2761912708333334,2.4998212000000004,-3499.793438190213,3221.732282943928
NCM Cell18,24,45,3.2753872862179483,2.4998212000000004,-3499.8561877170814,3218.4754813087293
NCM Cell18,25,45,3.2774718282958197,2.4997816000000004,-3499.6291252844157,3215.627051267903
NCM Cell18,26,45,3.275381098397436,2.4998212000000004,-3499.743694966154,3212.4524037623405
NCM Cell18,27,45,3.2770657636655947,2.4998605,-3499.663993100166,3209.518574899766
NCM Cell18,28,45,3.2752594288461543,2.4999392000000005,-3499.618076525072,3206.433892157794
NCM Cell18,29,45,3.276871274919614,2.4999392000000005,-3499.606393827267,3203.741386712647
NCM Cell18,30,45,3.2767083157556267,2.4999392000000005,-3499.550775802029,3200.986724624164
NCM Cell18,31,45,3.2759636540192925,2.4999785,-3499.727606629651,3198.1382843945344
