Cell,Cycle,Tem,Voltage-mean,Voltage,Current,Capacity
NCM Cell16,1,45,3.2798985881789138,2.4999933,-3498.9646519982484,3331.206108291425
NCM Cell16,2,45,3.2791304766773166,2.499836,-3498.866611786544,3326.851462516412
NCM Cell16,3,45,3.2787533939297124,2.499954,-3499.0250732163704,3321.963772873266
NCM Cell16,4,45,3.2785562399361026,2.499954,-3498.99540531467,3316.766288996036
NCM Cell16,5,45,3.2783204600638984,2.4998753,-3498.898468647637,3312.3570420308424
NCM Cell16,6,45,3.2775073057507984,2.4999933,-3498.948657003188,3307.618786746691
NCM Cell16,7,45,3.277460999361023,2.499954,-3498.8692205615584,3303.252821162922
NCM Cell16,8,45,3.277061653354633,2.4997964,-3499.0694217971413,3298.770624733073
NCM Cell16,9,45,3.2786158249999997,2.4998753,-3499.015144738417,3294.187497086726
NCM Cell16,10,45,3.278671615384615,2.4999146,-3499.0332228304187,3289.970366664632
NCM Cell16,11,45,3.2783217291666666,2.4998753,-3499.217477758712,3285.795442538521
NCM Cell16,12,45,3.2786521721153847,2.499954,-3499.280697991314,3281.732177466225
NCM Cell16,13,45,3.277804351282051,2.4999146,-3499.028229228616,3277.750498466527
NCM Cell16,14,45,3.2783617371794875,2.4999146,-3499.2220783841854,3274.0588234054903
NCM Cell16,15,45,3.2767949608974365,2.4998753,-3499.256052727356,3260.236146110024
NCM Cell16,16,45,3.277359920192308,2.4999933,-3499.152610941261,3266.160764516332
NCM Cell16,17,45,3.2777330298076923,2.4997964,-3499.124399756449,3262.6664349260777
NCM Cell16,18,45,3.2761821544871794,2.4999933,-3499.112926074084,3258.913219094242
NCM Cell16,19,45,3.2766958724358974,2.4998753,-3499.0885275125875,3255.593804121094
NCM Cell16,20,45,3.2760272884615382,2.4998753,-3498.99018857706,3252.337724151069
NCM Cell16,21,45,3.2762142099358975,2.499954,-3498.985350689859,3249.0275346377257
NCM Cell16,22,45,3.2755654391025644,2.4998753,-3499.2423518413752,3245.7399851000982
NCM Cell16,23,45,3.275136164102564,2.499954,-3498.1239793558398,3242.790730597737
NCM Cell16,24,45,3.2756082317307693,2.499836,-3499.229466916602,3239.521382318255
NCM Cell16,25,45,3.2752129028846153,2.4999146,-3499.418430118916,3236.381173030597
NCM Cell16,26,45,3.2773826717041805,2.499954,-3498.985858441296,3233.364652854818
NCM Cell16,27,45,3.2772407225080387,2.4999933,-3499.066295845752,3230.376627634276
NCM Cell16,28,45,3.276832477170418,2.499836,-3499.101369299929,3227.6727178951005
NCM Cell16,29,45,3.2774344646302254,2.499954,-3499.03030952906,3224.414886796601
NCM Cell16,30,45,3.277501699678457,2.4998753,-3499.081581797376,3221.9107957028523
NCM Cell16,31,45,3.276528820578778,2.4997571,-3499.182719374785,3219.180266669383
NCM Cell16,32,45,3.277128536977492,2.4998753,-3499.081916373444,3216.5777580578606
NCM Cell16,33,45,3.2769374543408367,2.4998753,-3499.224004234815,3213.794585761584
NCM Cell16,34,45,3.2765473122186495,2.499954,-3499.046936118495,3211.089843502873
NCM Cell16,35,45,3.276404991961415,2.4999933,-3499.17770292916,3208.417044070638
NCM Cell16,36,45,3.2763476231511253,2.499954,-3499.118684480274,3205.907684242217
NCM Cell16,37,45,3.2748969807073958,2.4999146,-3499.1523251364006,3203.41494575507
NCM Cell16,38,45,3.275288389710611,2.4999146,-3499.181320333235,3201.081747032875
NCM Cell16,39,45,3.276402963665595,2.499954,-3499.1349709476094,3199.003510018578
NCM Cell16,40,45,3.27551657073955,2.4999146,-3499.169705843981,3196.553989898415
NCM Cell16,41,45,3.2752297623794213,2.4997964,-3499.021906141976,3193.917922637127
NCM Cell16,42,45,3.2757960389067526,2.4999933,-3499.083210340977,3191.52027252089
NCM Cell16,43,45,3.275062868488746,2.4998753,-3499.039415060596,3189.227233846162
NCM Cell16,44,45,3.274602577170418,2.4998753,-3499.068285705617,3186.882576900767
NCM Cell16,45,45,3.2740402305466234,2.4998753,-3499.0051779462124,3184.6329293735103
NCM Cell16,46,45,3.274378201607717,2.499836,-3499.031230738131,3182.474369890002
NCM Cell16,47,45,3.2744353032154336,2.4997571,-3499.025779497937,3180.188253820526
NCM Cell16,48,45,3.274316278456592,2.4999933,-3499.236457772743,3178.227678017984
NCM Cell16,49,45,3.2760872810289388,2.4997964,-3499.147778115018,3176.1148015642625
NCM Cell16,50,45,3.27462549903537,2.499954,-3499.232965897192,3174.001472397865
NCM Cell16,51,45,3.274772006109325,2.5000327,-3499.258164929119,3171.9539412973327
NCM Cell16,52,45,3.274921302572347,2.499836,-3498.955140667643,3169.7598031842745
NCM Cell16,53,45,3.2744111144694537,2.499836,-3499.2814719998382,3167.8822414052997
NCM Cell16,54,45,3.274813538585209,2.4999146,-3499.0440875533727,3166.087147323132
NCM Cell16,55,45,3.274227004180064,2.499836,-3499.243562439481,3164.1809957623964
NCM Cell16,56,45,3.274368954019293,2.4998753,-3499.2131191241688,3162.4271196454547
NCM Cell16,57,45,3.273488264951769,2.499954,-3499.210958963707,3160.5149380352063
NCM Cell16,58,45,3.274600045016077,2.499836,-3499.104452622176,3158.535751612275
NCM Cell16,59,45,3.2740461794212217,2.499954,-3499.061968048799,3156.630602899305
NCM Cell16,60,45,3.2748571038585212,2.499836,-3499.7021994622337,3155.036186947837
NCM Cell16,61,45,3.274279683279743,2.4999146,-3499.310604889984,3153.172066781819
NCM Cell16,62,45,3.274281709646302,2.4998753,-3499.225149695797,3151.302235373399
NCM Cell16,63,45,3.274299056270096,2.499836,-3499.0825253804937,3149.4752067438426
NCM Cell16,64,45,3.273943866881029,2.4999146,-3499.0988787717656,3147.485940149334
NCM Cell16,65,45,3.273824578778135,2.4998753,-3499.1109201933946,3145.471925167779
NCM Cell16,66,45,3.273729485209003,2.4998753,-3499.2062703151128,3143.665664308134
NCM Cell16,67,45,3.2740360527331194,2.4998753,-3499.0490526108338,3142.116553189558
NCM Cell16,68,45,3.273726831511254,2.4998753,-3499.1744830955017,3140.170467645536
NCM Cell16,69,45,3.273691880064309,2.4999146,-3499.192667586113,3138.423276935764
NCM Cell16,70,45,3.2751438370967745,2.5000327,-3499.207243341264,3136.193962008601
NCM Cell16,71,45,3.274110905806452,2.5000327,-3499.277493300594,3134.652630105113
NCM Cell16,72,45,3.273351130546624,2.4997964,-3499.416985560053,3133.224830315351
NCM Cell16,73,45,3.2737765897106113,2.4997964,-3499.0870607069287,3131.5513355943485
NCM Cell16,74,45,3.274062886774194,2.5000722,-3499.251332058454,3129.41425215644
NCM Cell16,75,45,3.274631372258064,2.5000327,-3499.1706340049573,3128.186660714381
NCM Cell16,76,45,3.2732610396774198,2.4997177,-3499.205209041441,3126.1678991606987
NCM Cell16,77,45,3.274128560645161,2.4999146,-3499.0098221328526,3124.797386325815
NCM Cell16,78,45,3.273888593548387,2.499954,-3498.9864655845363,3123.2075781921367
NCM Cell16,79,45,3.2738502319354836,2.4999933,-3499.0482670908364,3121.876085051132
NCM Cell16,80,45,3.273379561290323,2.499954,-3499.2720597408006,3120.4412010605183
NCM Cell16,81,45,3.2721229729903536,2.4998753,-3498.863217208421,3118.960068774145
NCM Cell16,82,45,3.2743672687096774,2.4997964,-3498.940058151917,3116.807080659585
NCM Cell16,83,45,3.272309369131833,2.4997964,-3498.865470079157,3115.234344914279
NCM Cell16,84,45,3.2737991658064516,2.4999933,-3499.125779078564,3113.630678027342
NCM Cell16,85,45,3.2737977674193552,2.4997964,-3498.942336420688,3112.181960654975
NCM Cell16,86,45,3.273026152258065,2.4999146,-3498.6984673649763,3110.722133381073
NCM Cell16,87,45,3.272867485806452,2.499954,-3498.603722255401,3109.01735062717
NCM Cell16,88,45,3.2718725390322576,2.499954,-3498.822769005836,3107.44605394816
NCM Cell16,89,45,3.2719725206451615,2.499836,-3498.636292313864,3105.981637802873
NCM Cell16,90,45,3.2715836622580645,2.499954,-3498.796136368199,3104.72289994439
NCM Cell16,91,45,3.2719397490322586,2.4999933,-3498.9102203744,3103.300753725177
NCM Cell16,92,45,3.273401284516129,2.4999933,-3498.6925743010997,3101.877224333633
NCM Cell16,93,45,3.2707385041935484,2.499954,-3498.608481121903,3100.322279708929
NCM Cell16,94,45,3.2724019016129033,2.4999933,-3498.650476115842,3098.925238849695
NCM Cell16,95,45,3.2720213054838707,2.499836,-3498.6051362295784,3097.62346664144
NCM Cell16,96,45,3.271273830967742,2.4999933,-3498.811609092516,3096.164894501003
NCM Cell16,97,45,3.2714568883870965,2.4999146,-3498.758107541853,3095.0199288591853
NCM Cell16,98,45,3.270575515483871,2.499954,-3499.074893811841,3094.1901048376453
NCM Cell16,99,45,3.2718320222580646,2.499954,-3499.110626043329,3092.6548685460057
NCM Cell16,100,45,3.270389149354839,2.4998753,-3499.240203494267,3090.9702048847084
NCM Cell16,101,45,3.2710783161290324,2.4998753,-3498.944560798736,3089.507741225586
NCM Cell16,102,45,3.271190873870968,2.4999146,-3499.271096758236,3088.349081774495
NCM Cell16,103,45,3.2699456754838705,2.499836,-3499.3056675412627,3087.133938908419
NCM Cell16,104,45,3.2704030032258062,2.4997964,-3499.360100819188,3086.049582697619
NCM Cell16,105,45,3.2705433732258067,2.4997964,-3498.8459027314448,3084.450074234349
NCM Cell16,106,45,3.2706663461290324,2.499836,-3499.315949715082,3083.2069421256483
NCM Cell16,107,45,3.270730495806452,2.4999146,-3499.1916272153776,3081.8006554633284
NCM Cell16,108,45,3.2703847077419357,2.4999146,-3499.26226682949,3080.600931740991
NCM Cell16,109,45,3.271146540322581,2.4998753,-3499.186348256967,3079.051830773788
NCM Cell16,110,45,3.27265281197411,2.499836,-3499.199134607099,3077.5904138246
NCM Cell16,111,45,3.2714634854838716,2.4998753,-3499.234332366651,3076.3926611009383
NCM Cell16,112,45,3.2721603572815527,2.499836,-3499.145409330975,3074.82704573419
NCM Cell16,113,45,3.271879725889968,2.4997964,-3499.261861424452,3073.618441082355
NCM Cell16,114,45,3.2700241767741938,2.4998753,-3499.23193323163,3072.740511322428
NCM Cell16,115,45,3.2714233519354843,2.4998753,-3499.23257007286,3071.499193243545
NCM Cell16,116,45,3.2714722754045304,2.4999146,-3499.334974344127,3070.2631330645067
NCM Cell16,117,45,3.2714049838187704,2.4999146,-3499.2953525600283,3069.177092621934
NCM Cell16,118,45,3.2716532466019417,2.5000327,-3499.1179589725343,3067.739155971407
NCM Cell16,119,45,3.271076429773463,2.4999146,-3499.1348904830543,3066.5047874163147
NCM Cell16,120,45,3.271091460194175,2.4998753,-3499.1001575193,3065.3317915759258
NCM Cell16,121,45,3.271206368064516,2.4999146,-3498.93462663478,3064.206186971301
NCM Cell16,122,45,3.2722832142394824,2.4997964,-3499.193190568153,3062.940689856363
NCM Cell16,123,45,3.2699808538709676,2.4998753,-3499.276846987389,3061.662532368164
NCM Cell16,124,45,3.269599573786408,2.499954,-3498.9898897783382,3059.716141442329
NCM Cell16,125,45,3.2697511106796115,2.4998753,-3498.958272853551,3058.7222397211376
NCM Cell16,126,45,3.271232797411003,2.499836,-3499.168619976136,3057.4180464914284
NCM Cell16,127,45,3.2705986343042075,2.4997964,-3499.110196713615,3055.888413931616
NCM Cell16,128,45,3.2692756100323623,2.4998753,-3498.9836465504413,3055.012578322212
NCM Cell16,129,45,3.2712595686084143,2.499954,-3499.1713872499263,3053.965732595893
NCM Cell16,130,45,3.269535727184466,2.5000327,-3499.128832432536,3052.467474091389
NCM Cell16,131,45,3.271097190291262,2.499954,-3499.1659074359227,3051.426246798232
NCM Cell16,132,45,3.269945977669903,2.4998753,-3499.155028976109,3050.2445199414037
NCM Cell16,133,45,3.2710353883495147,2.4999146,-3499.124548271286,3049.1745007889817
NCM Cell16,134,45,3.2706869485436894,2.4997964,-3499.2261797240417,3047.797420615915
NCM Cell16,135,45,3.2709573948220063,2.4999933,-3499.323180998708,3046.6657581816967
NCM Cell16,136,45,3.271045454692557,2.4999146,-3499.270620569674,3045.431321201446
NCM Cell16,137,45,3.27132914789644,2.4999146,-3499.299181973079,3044.4745754539663
NCM Cell16,138,45,3.271129442071198,2.4999146,-3499.22677795755,3043.538214458817
NCM Cell16,139,45,3.270137141747573,2.4999146,-3499.173001161781,3042.411921367735
NCM Cell16,140,45,3.2703873197411,2.4997964,-3499.167400693817,3041.322277430012
NCM Cell16,141,45,3.2704756491909386,2.499836,-3499.206038609234,3039.902128875193
NCM Cell16,142,45,3.2699097828478965,2.4998753,-3499.178123557473,3038.419532251792
