Cell,Cycle,Tem,Voltage-mean,Voltage,Current,Capacity
NCM Cell22,1,45,3.2791710961661344,2.4999073,-3501.051352440768,3319.751066178792
NCM Cell22,2,45,3.2783470226837057,2.4999859,-3501.049443435356,3315.53718170017
NCM Cell22,3,45,3.2783963287539937,2.4999859,-3501.118572323374,3311.650496257866
NCM Cell22,4,45,3.2783099054313096,2.4999859,-3501.084208579965,3307.2553241280125
NCM Cell22,5,45,3.277534009265176,2.5000646,-3501.0796532426507,3303.124023009303
NCM Cell22,6,45,3.276823025878594,2.4999073,-3501.075199918789,3298.9251356172663
NCM Cell22,7,45,3.2767768565495206,2.4999466,-3500.922408254917,3294.343054570583
NCM Cell22,8,45,3.2788580695512817,2.4998677,-3500.924545939356,3290.250221711562
NCM Cell22,9,45,3.2786612012820515,2.4999073,-3500.937467040719,3285.8741990813505
NCM Cell22,10,45,3.2788465868589745,2.4999859,-3500.9671443654747,3281.693747349721
NCM Cell22,11,45,3.278319087820513,2.4999466,-3500.9988212965773,3277.2597602680125
NCM Cell22,12,45,3.2784852846153845,2.4998677,-3500.9729160310667,3273.834534343536
NCM Cell22,13,45,3.2779018711538463,2.4999466,-3500.9199592313203,3270.032884373778
NCM Cell22,14,45,3.2781228458333334,2.4998283,-3500.948086902174,3266.2181803377307
NCM Cell22,15,45,3.2761252714743594,2.4998677,-3501.041988795849,3259.506378635253
NCM Cell22,16,45,3.2776241096153846,2.4999859,-3501.020014151301,3259.046855855032
NCM Cell22,17,45,3.2762870130990414,2.4999859,-3501.036819454886,3255.53169864163
NCM Cell22,18,45,3.278059371474359,2.499789,-3500.983613775823,3252.0278870768248
NCM Cell22,19,45,3.2778329724358977,2.4998677,-3501.021969114695,3248.482769216041
NCM Cell22,20,45,3.276374382371795,2.4999859,-3501.088683549892,3245.184619567191
NCM Cell22,21,45,3.2765569875,2.4999466,-3501.1033531569483,3241.968843155114
NCM Cell22,22,45,3.2767286179487183,2.4999466,-3501.02263287602,3238.769616306152
NCM Cell22,23,45,3.27698328525641,2.4999466,-3501.019854930406,3235.654286631265
NCM Cell22,24,45,3.2763738801282054,2.4998283,-3501.013787863897,3232.560698313397
NCM Cell22,25,45,3.276724454487179,2.4999073,-3500.989437192247,3229.667341899818
NCM Cell22,26,45,3.2767860362179486,2.5000253,-3501.040304286166,3226.8497732805718
NCM Cell22,27,45,3.276402649679487,2.4999859,-3501.02579978097,3223.98061674913
NCM Cell22,28,45,3.2760813490384617,2.4998283,-3500.910002059181,3221.3397378321647
NCM Cell22,29,45,3.2750379541666668,2.499789,-3501.031932394345,3218.225262953017
NCM Cell22,30,45,3.276047656089744,2.4998283,-3500.976281101869,3215.742196898465
NCM Cell22,31,45,3.2753346458333334,2.4998677,-3500.983119699776,3213.223395804715
NCM Cell22,32,45,3.275239613461538,2.4998677,-3501.0401846205127,3210.65454008911
NCM Cell22,33,45,3.2752735608974364,2.4998677,-3501.064352731413,3208.0213644660103
NCM Cell22,34,45,3.27489081474359,2.4999466,-3501.119074729526,3205.272903222385
NCM Cell22,35,45,3.2746221326923077,2.4998677,-3501.153786404287,3202.912135521645
NCM Cell22,36,45,3.275755362379421,2.4998677,-3501.077439223029,3200.3965168804243
NCM Cell22,37,45,3.2745238243589747,2.4999073,-3500.956746431003,3197.965342173662
NCM Cell22,38,45,3.2741352628205127,2.4999859,-3500.96667094555,3195.591111023897
NCM Cell22,39,45,3.2740166387820513,2.4999073,-3500.950496962472,3193.400595489096
NCM Cell22,40,45,3.276160361414791,2.4999073,-3501.005676307494,3190.9738613425043
NCM Cell22,41,45,3.2750187740384615,2.4999466,-3501.072779803703,3188.527389710149
NCM Cell22,42,45,3.274269793589744,2.4999466,-3501.07501939058,3186.4746951245097
NCM Cell22,43,45,3.274263355769231,2.4999466,-3501.04912321351,3184.117595120037
NCM Cell22,44,45,3.276451554019292,2.4999073,-3501.061340950261,3181.7719705349373
NCM Cell22,45,45,3.2760698418006435,2.4999073,-3500.9845039207235,3179.6611090334727
NCM Cell22,46,45,3.2753827720257234,2.4997497,-3500.997079682791,3177.0928255413146
NCM Cell22,47,45,3.275421633440514,2.4998677,-3501.087165969121,3175.2196106009947
NCM Cell22,48,45,3.2754254324758842,2.4998677,-3501.010815118725,3173.318741945938
NCM Cell22,49,45,3.275345416398714,2.4999466,-3500.991471083119,3171.235613288437
NCM Cell22,50,45,3.2753385794212218,2.4999859,-3501.107251917591,3169.0948575735133
NCM Cell22,51,45,3.2762343019292604,2.4999073,-3501.014333033119,3167.2310887741414
NCM Cell22,52,45,3.2753668138263663,2.4999466,-3501.0015025856687,3165.0218013411463
NCM Cell22,53,45,3.2755753311897102,2.4998283,-3501.060932368102,3163.295572746987
NCM Cell22,54,45,3.2751708347266884,2.4999073,-3501.0450738955387,3161.4156834505243
NCM Cell22,55,45,3.2745809877813508,2.4998677,-3501.0441666795064,3159.378279701335
NCM Cell22,56,45,3.2760437662379425,2.4999859,-3501.20701167388,3157.591583992647
NCM Cell22,57,45,3.2738888585209005,2.4998283,-3501.205103526577,3155.968453338081
NCM Cell22,58,45,3.2741711755627008,2.4998677,-3501.132755041665,3153.734025880943
NCM Cell22,59,45,3.274222072025723,2.4998283,-3501.112963310602,3152.0393363982485
NCM Cell22,60,45,3.2736988205787783,2.4998677,-3501.256007504889,3150.3491298235413
NCM Cell22,61,45,3.2728905832797426,2.4999073,-3501.084655209988,3148.5152304216854
NCM Cell22,62,45,3.2732668524115756,2.4999466,-3500.983140263471,3146.440427188455
NCM Cell22,63,45,3.2737088270096466,2.4998677,-3501.099281404118,3145.160102185196
NCM Cell22,64,45,3.273659697427653,2.4998677,-3501.058888990987,3143.115798706601
NCM Cell22,65,45,3.2737309755627013,2.4999073,-3501.103871422816,3141.3007223372388
NCM Cell22,66,45,3.273276347909968,2.4999073,-3501.027661513996,3139.660508309867
NCM Cell22,67,45,3.2735627183279745,2.4999073,-3501.100449318778,3138.198078678658
NCM Cell22,68,45,3.272961992282958,2.4999073,-3501.19376360002,3136.303989261206
NCM Cell22,69,45,3.273285459163987,2.4999073,-3500.776268880344,3134.575304509004
NCM Cell22,70,45,3.2720656405144695,2.4999073,-3500.713796038835,3132.95309029229
NCM Cell22,71,45,3.273001490675241,2.4999859,-3500.8482550128056,3131.3030937617987
NCM Cell22,72,45,3.272820953376206,2.5000253,-3500.859385608495,3129.480518071969
NCM Cell22,73,45,3.2726452286173635,2.4997497,-3500.887518337751,3127.92997711046
NCM Cell22,74,45,3.2721498356913186,2.4999466,-3500.9116339176835,3126.493034275039
NCM Cell22,75,45,3.273814345806452,2.4999859,-3500.8383560780467,3124.889124929873
NCM Cell22,76,45,3.2736508829032256,2.4999859,-3500.796129404592,3123.1940631340885
NCM Cell22,77,45,3.2725273585209003,2.4998283,-3500.8189897993348,3121.751633486734
NCM Cell22,78,45,3.2723703749196145,2.4999466,-3500.946503493226,3120.249099531928
NCM Cell22,79,45,3.2739198922580646,2.4999073,-3500.8893117340053,3118.601930221759
NCM Cell22,80,45,3.273922187096774,2.4999466,-3500.933474962341,3117.1965247637263
NCM Cell22,81,45,3.2738328880645162,2.4999073,-3500.855817068788,3115.667065091283
NCM Cell22,82,45,3.271918275562701,2.4998677,-3500.926959518692,3113.852728647867
NCM Cell22,83,45,3.2717330569131833,2.4999073,-3500.129797377769,3112.44665848063
NCM Cell22,84,45,3.2717952186495176,2.4999073,-3500.759826571374,3111.0340920576973
NCM Cell22,85,45,3.2720472868167203,2.4999073,-3500.86672076944,3109.35299157213
NCM Cell22,86,45,3.2738928377419354,2.4999073,-3500.890974896737,3107.964821243355
NCM Cell22,87,45,3.2734422087096773,2.4999073,-3500.907612922807,3106.4425542263484
NCM Cell22,88,45,3.273606937096774,2.4998283,-3500.909342544519,3104.9339894308832
NCM Cell22,89,45,3.27372912483871,2.4999073,-3500.944240469543,3103.4757333053917
