Cell,Cycle,Tem,Voltage-mean,Voltage,Current,Capacity
NCM Cell 1,1,45,3.279240904153355,2.5000172000000003,-3501.8170281179964,3302.975391764726
NCM Cell 1,2,45,3.2786970821086263,2.4998202000000003,-3501.937635681268,3298.179448436415
NCM Cell 1,3,45,3.2784155520766776,2.4999385,-3502.282775703441,3294.166526711834
NCM Cell 1,4,45,3.2779765150159745,2.4999778,-3501.9516908277174,3289.78870662896
NCM Cell 1,5,45,3.2774043900958465,2.4998989,-3502.109768873216,3285.574194297279
NCM Cell 1,6,45,3.2775390003194884,2.4999778,-3501.8909819649657,3281.322919722631
NCM Cell 1,7,45,3.2770290150159744,2.4999778,-3501.8056919591027,3276.934022828096
NCM Cell 1,8,45,3.277156826198083,2.4999385,-3502.212291541421,3272.8587943219645
NCM Cell 1,9,45,3.276896303833866,2.4998596,-3501.9846762090365,3268.7412617405903
NCM Cell 1,10,45,3.278007060576923,2.4998596,-3502.033609409328,3264.566352277421
NCM Cell 1,11,45,3.27866316474359,2.4998989,-3501.767811341397,3260.669214067522
NCM Cell 1,12,45,3.2786022185897434,2.4998989,-3501.860970131706,3256.7321564801705
NCM Cell 1,13,45,3.2780406205128205,2.5000565,-3501.895803590205,3252.964136879611
NCM Cell 1,14,45,3.2773120657051287,2.5000172000000003,-3502.1014726004028,3249.3282407119395
NCM Cell 1,15,45,3.276730924679487,2.4998202000000003,-3501.884919794359,3245.6588348442906
NCM Cell 1,16,45,3.2774628782051285,2.4999385,-3501.814747158855,3241.9279596091083
NCM Cell 1,17,45,3.2779339820512825,2.4998596,-3501.950742705692,3238.687013857018
NCM Cell 1,18,45,3.277655965705128,2.4998596,-3502.143706464596,3235.313439472795
NCM Cell 1,19,45,3.277412150961539,2.4998989,-3501.90554160802,3231.643541172959
NCM Cell 1,20,45,3.2773838814102567,2.4999385,-3502.024195029388,3228.6731979298243
NCM Cell 1,21,45,3.276975748076923,2.4998202000000003,-3501.871912790584,3225.4212556151
NCM Cell 1,22,45,3.2754604685897437,2.4998989,-3501.969978224653,3221.963066144478
