cycle_num,time_s,time_e,SOC_s,SOC_e,charge_capacity,Tmax,Tmin
1,2019-07-25 12:11:45,2019-07-25 15:33:05,8.400001,74.0,133.44870901386923,38.52450331125828,37.16688741721854
2,2019-07-26 08:28:09,2019-07-26 12:50:02,17.2,99.6,135.47818912351676,38.26171079429735,36.48930753564155
3,2019-07-26 22:32:33,2019-07-27 00:22:22,15.2,99.6,134.1721601550158,43.567961165048544,41.734223300970875
4,2019-07-27 05:41:34,2019-07-27 07:18:39,56.4,88.0,133.1286920886076,39.05212620027435,36.098765432098766
5,2019-07-27 17:55:52,2019-07-27 19:19:31,9.2,56.8,132.39125284197019,41.1671974522293,39.75955414012739
6,2019-07-27 19:28:13,2019-07-27 20:10:23,61.6,84.8,136.92052837643683,43.0,41.0
7,2019-07-28 05:06:03,2019-07-28 07:14:08,7.6,99.6,135.0591720003019,42.85015608740895,40.125910509885536
8,2019-07-28 20:30:17,2019-07-28 22:50:14,27.6,99.6,133.7531188618827,39.43714285714286,37.518095238095235
9,2019-07-29 16:25:44,2019-07-29 19:25:56,38.0,96.8,133.31127556689344,36.58610495195861,34.78640059127864
10,2019-07-30 08:29:56,2019-07-30 10:59:07,18.8,98.8,132.3166977465278,34.655049151027704,33.46916890080429
11,2019-07-30 19:27:48,2019-07-30 20:07:57,53.2,76.0,132.8822395467837,37.0,35.66225165562914
12,2019-07-30 20:08:30,2019-07-30 21:03:09,76.4,99.6,137.70855271192536,37.78588807785888,36.0
13,2019-07-31 05:16:34,2019-07-31 06:10:36,50.8,96.0,133.7168103152655,36.12315270935961,34.2807881773399
14,2019-07-31 06:11:48,2019-07-31 06:31:41,96.0,99.6,151.1458425925928,37.0,35.0
15,2019-07-31 19:28:35,2019-07-31 21:00:31,33.6,99.6,134.0284366035354,35.858176555716355,33.7178002894356
16,2019-08-01 04:50:18,2019-08-01 06:34:22,24.8,99.6,134.10106140077244,35.202304737516,32.389244558258646
17,2019-08-01 18:23:42,2019-08-01 20:04:18,28.0,99.6,132.66047544033214,34.550993377483444,32.372185430463574
18,2019-08-02 08:56:47,2019-08-02 11:17:43,8.8,79.6,133.03879651600752,32.16241737488196,30.203966005665723
19,2019-08-02 17:54:48,2019-08-02 19:30:20,29.6,99.6,133.8865845654762,37.516039051603904,35.85495118549512
20,2019-08-03 04:06:56,2019-08-03 06:03:09,41.6,82.0,132.07156958539605,35.50573394495413,33.0
21,2019-08-03 18:21:41,2019-08-03 21:24:20,5.2,99.6,134.83478099546852,34.77883211678832,33.00656934306569
22,2019-08-04 03:03:17,2019-08-04 04:07:52,60.8,99.6,135.90262920246278,34.72371134020619,32.7340206185567
23,2019-08-04 13:02:06,2019-08-04 13:46:00,46.0,70.4,134.86976680327868,36.50909090909091,34.81818181818182
24,2019-08-04 19:12:29,2019-08-04 20:21:42,22.4,56.4,132.8817337663399,38.82725527831094,37.1957773512476
25,2019-08-05 00:22:42,2019-08-05 01:45:01,17.2,89.2,133.50653751157407,40.86084142394822,38.86569579288026
26,2019-08-05 13:51:20,2019-08-05 15:47:27,19.2,85.2,132.2485562584175,40.53035509736541,39.34020618556701
27,2019-08-05 22:22:24,2019-08-05 23:54:20,42.8,72.8,133.3111621851852,39.82608695652174,37.93768115942029
28,2019-08-05 23:59:48,2019-08-06 01:00:54,74.4,94.0,135.30872531179142,39.18082788671024,38.0
29,2019-08-06 06:51:27,2019-08-06 08:12:06,53.6,97.6,133.92963913510104,36.55115511551155,33.945544554455445
30,2019-08-06 17:49:42,2019-08-06 19:22:18,19.6,72.0,132.6569032840331,39.93237410071942,38.725179856115105
31,2019-08-07 01:21:40,2019-08-07 03:56:42,19.2,96.4,132.98486343048359,38.49527085124677,36.161650902837486
32,2019-08-07 08:40:09,2019-08-07 09:51:56,66.0,98.8,134.07763557757454,35.935064935064936,33.111317254174395
33,2019-08-07 20:45:27,2019-08-07 23:39:01,36.8,93.2,133.3550039401103,39.8294930875576,38.5099846390169
34,2019-08-08 03:43:24,2019-08-08 05:00:22,55.2,92.4,134.4847670250896,37.949826989619375,35.102076124567475
35,2019-08-08 15:53:59,2019-08-08 17:46:19,20.0,75.2,132.95554927536233,42.09845788849348,40.474495848161325
