cycle_num,time_s,time_e,SOC_s,SOC_e,charge_capacity,Tmax,Tmin
1,2019-07-25 21:53:04,2019-07-25 22:35:38,48.8,88.0,134.02145077947844,39.178125,37.8
2,2019-07-26 16:09:57,2019-07-26 18:24:13,19.6,99.6,133.37580656597223,41.0625,39.83730158730159
3,2019-07-27 03:04:21,2019-07-27 04:54:02,18.8,99.6,135.1127479957371,41.89307411907655,39.48602673147023
4,2019-07-27 20:49:29,2019-07-27 22:20:38,37.6,89.2,133.00778140073214,39.14431486880466,37.606413994169095
5,2019-07-27 22:22:38,2019-07-27 22:50:56,88.8,99.6,122.98101075102888,40.0,38.0
6,2019-07-28 07:44:25,2019-07-28 09:24:05,30.0,99.6,135.3000274106003,39.52272727272727,37.588235294117645
7,2019-07-28 20:36:13,2019-07-28 22:04:48,32.0,82.4,131.8233027557319,39.31578947368421,37.38796992481203
8,2019-07-29 03:21:00,2019-07-29 04:34:31,38.8,80.4,132.80858981704057,38.13768115942029,35.67391304347826
9,2019-07-29 11:20:54,2019-07-29 12:51:39,40.4,91.6,133.3429657389323,38.41459854014599,37.035036496350365
10,2019-07-29 22:36:30,2019-07-29 23:56:48,20.8,60.8,130.832950125,34.71735537190083,32.14049586776859
11,2019-07-30 07:02:42,2019-07-30 11:09:46,19.2,99.6,131.71411811774462,33.4711590296496,31.604851752021563
12,2019-07-30 23:20:44,2019-07-30 23:53:57,14.4,43.2,133.54928148148142,36.692,34.708
13,2019-07-30 23:59:01,2019-07-31 00:59:27,47.6,96.4,132.93770279770035,40.55066079295154,38.50440528634361
14,2019-07-31 20:54:46,2019-07-31 22:44:57,40.4,98.8,133.49204061929228,34.026602176541715,32.71584038694075
15,2019-08-01 01:41:04,2019-08-01 02:03:05,78.0,90.4,133.75719805107525,33.74698795180723,30.903614457831324
16,2019-08-01 06:45:09,2019-08-01 08:58:51,31.2,99.6,134.96226454678364,34.29282868525896,32.01195219123506
17,2019-08-02 03:15:57,2019-08-02 05:52:21,8.8,96.8,133.86505488636368,32.188245315161836,30.296422487223168
18,2019-08-02 15:05:21,2019-08-02 16:10:44,44.0,97.6,132.40293383602818,34.36456211812627,32.68431771894094
19,2019-08-03 13:55:31,2019-08-03 16:33:30,10.8,88.4,134.90707684206757,32.448945147679325,31.529113924050634
20,2019-08-04 02:02:39,2019-08-04 03:23:14,10.8,85.6,132.5286228461082,36.533884297520665,34.631404958677685
21,2019-08-04 13:31:23,2019-08-04 15:05:21,18.0,64.4,132.07741042863984,36.47316384180791,34.82627118644068
22,2019-08-04 23:59:52,2019-08-05 01:06:51,27.2,86.8,132.3917293973714,39.888667992047715,38.210735586481114
23,2019-08-06 01:17:54,2019-08-06 03:09:34,14.8,71.6,131.9972729802426,38.57945041816009,36.91517323775388
24,2019-08-06 11:38:53,2019-08-06 13:46:42,19.2,91.6,132.7116239602517,38.535974973931175,37.075078206465065
25,2019-08-06 23:16:26,2019-08-06 23:55:40,25.6,62.4,131.9609298611111,38.0406779661017,36.3593220338983
26,2019-08-06 23:56:04,2019-08-07 00:56:54,62.8,99.6,138.40865891832732,39.923413566739605,37.84682713347921
27,2019-08-07 18:10:40,2019-08-07 20:17:17,20.8,82.8,132.74345879928316,40.21157894736842,38.31368421052632
28,2019-08-08 14:17:07,2019-08-08 15:44:55,20.4,64.8,132.44322617617618,37.50682852807284,36.36115326251897
29,2019-08-08 22:28:24,2019-08-08 23:54:28,18.8,94.4,132.01353778843327,43.21517027863777,41.62229102167183
30,2019-08-08 23:59:56,2019-08-09 00:16:28,97.6,99.6,205.405485,45.0,43.0
31,2019-08-09 05:13:46,2019-08-09 06:07:40,68.4,99.6,137.95198380074794,41.97283950617284,38.97037037037037
32,2019-08-09 12:19:05,2019-08-09 12:32:18,48.0,54.8,130.7679723447713,42.0,40.0
33,2019-08-09 12:48:35,2019-08-09 13:53:51,62.8,95.6,133.95386258045397,42.53469387755102,41.01020408163265
34,2019-08-09 13:54:31,2019-08-09 14:11:28,96.0,99.6,159.71453001543236,43.0,41.296875
35,2019-08-09 22:01:15,2019-08-09 23:44:31,26.0,99.6,135.26097793063104,45.03741935483871,43.09161290322581
36,2019-08-10 06:34:32,2019-08-10 07:48:51,50.4,99.6,136.3026089967254,41.68996415770609,39.11290322580645
37,2019-08-10 17:10:10,2019-08-10 18:02:20,76.8,99.6,139.60835835769984,40.994897959183675,39.0
38,2019-08-11 01:55:12,2019-08-11 03:45:49,46.0,99.2,133.6327361581036,38.56746987951807,36.75903614457831
39,2019-08-11 10:26:08,2019-08-11 12:09:56,50.4,98.8,134.98215091827367,37.17458279845956,35.61489088575096
40,2019-08-12 00:47:33,2019-08-12 02:12:09,20.0,94.8,132.8105040571153,40.274015748031495,38.039370078740156
41,2019-08-12 02:14:39,2019-08-12 02:36:16,94.0,99.6,133.21485086805572,41.2760736196319,39.0
42,2019-08-12 15:37:17,2019-08-12 18:04:11,14.0,99.6,134.2025157158619,44.16424682395644,42.44555353901996
43,2019-08-13 03:57:16,2019-08-13 06:05:38,27.6,99.6,134.95685639853394,36.556593977154726,33.52959501557633
44,2019-08-13 18:03:48,2019-08-13 18:46:29,50.0,64.0,132.0682540476191,39.0,37.81308411214953
45,2019-08-13 18:48:28,2019-08-13 20:15:28,64.4,92.4,134.64285714285717,39.0,37.16998468606432
