cycle_num,time_s,time_e,SOC_s,SOC_e,charge_capacity,Tmax,Tmin
1,2019-07-23 21:27:55,2019-07-23 22:47:10,48.8,99.6,136.57919806430448,38.72436974789916,36.699159663865544
2,2019-07-24 14:43:24,2019-07-24 15:57:27,20.8,89.2,133.4068402534113,37.652877697841724,35.01618705035971
3,2019-07-25 02:05:35,2019-07-25 04:05:00,12.4,99.6,134.78671775770897,40.390625,37.722098214285715
4,2019-07-25 21:23:22,2019-07-25 21:44:03,7.6,26.0,133.32248232185992,39.0,37.0
5,2019-07-25 21:47:50,2019-07-25 22:57:45,26.0,87.6,134.62950580357148,42.24190476190476,40.12
6,2019-07-26 14:25:20,2019-07-26 15:49:31,36.8,99.2,135.100168718839,41.82911392405063,40.36550632911393
7,2019-07-27 16:31:52,2019-07-27 18:22:34,18.4,99.6,137.3772731595512,40.984375,39.98918269230769
8,2019-07-29 03:32:22,2019-07-29 04:57:29,41.6,99.6,136.34860642001917,37.26447574334898,35.284820031298906
9,2019-07-29 12:55:36,2019-07-29 13:55:55,36.0,88.4,134.10967147211622,40.845474613686534,39.556291390728475
10,2019-07-30 02:44:32,2019-07-30 03:47:06,61.6,99.6,136.59116353801176,37.776595744680854,35.193617021276594
11,2019-07-30 12:46:23,2019-07-30 14:54:49,30.8,98.8,134.64067731209153,38.370217166494314,36.667011375387794
12,2019-07-31 03:05:28,2019-07-31 04:44:25,38.0,93.6,133.7473318195444,35.30107526881721,33.45161290322581
13,2019-07-31 11:03:20,2019-07-31 12:51:32,46.4,99.6,135.79386476347116,36.66871921182266,34.943349753694584
14,2019-07-31 19:19:13,2019-07-31 20:16:53,62.0,94.4,134.07341868998626,34.96535796766744,32.39722863741339
15,2019-08-01 06:21:31,2019-08-01 09:07:55,24.8,99.6,132.48387972370767,30.8128,29.0856
16,2019-08-01 21:06:23,2019-08-01 22:18:25,48.4,88.8,134.0623234460946,30.33271719038817,28.31238447319778
17,2019-08-02 11:08:40,2019-08-02 13:24:22,20.0,96.4,132.51951772105878,30.543222003929273,29.42043222003929
18,2019-08-03 15:33:18,2019-08-03 17:28:03,14.0,99.6,134.73836703173677,37.472706155632984,35.853658536585364
19,2019-08-04 06:56:50,2019-08-04 08:56:23,10.8,99.6,135.61533072291041,36.53511705685619,34.625418060200666
20,2019-08-04 19:56:22,2019-08-04 20:40:16,56.0,92.4,133.7083623015873,38.30909090909091,36.76969696969697
21,2019-08-05 04:10:54,2019-08-05 05:16:41,36.8,94.0,134.01380830419583,38.983805668016196,36.66801619433198
22,2019-08-05 21:02:07,2019-08-05 22:33:14,36.0,99.6,135.51893225890987,41.32602339181287,39.921052631578945
23,2019-08-06 12:41:53,2019-08-06 13:43:23,57.6,99.2,133.73572915331198,38.36363636363637,37.004329004329
24,2019-08-06 20:13:43,2019-08-06 21:54:51,45.2,99.6,135.70785928053513,39.764163372859024,36.948616600790515
25,2019-08-07 03:57:12,2019-08-07 05:44:28,46.8,99.6,136.11051380471383,39.0,35.75900621118012
26,2019-08-07 08:54:46,2019-08-07 10:09:05,83.2,99.6,142.07591904132798,36.17562724014337,34.0
27,2019-08-07 23:40:12,2019-08-07 23:53:49,10.0,17.6,135.00880544590638,38.0,36.0
28,2019-08-07 23:59:33,2019-08-08 01:42:06,20.8,78.4,134.12252199556326,40.03501945525292,38.11802853437095
29,2019-08-08 06:00:09,2019-08-08 07:43:23,50.0,98.8,134.71465825364302,38.0,35.0
30,2019-08-08 17:47:05,2019-08-08 19:39:02,17.2,99.6,135.37209493662357,45.81309523809524,43.92619047619048
31,2019-08-09 12:42:05,2019-08-09 12:57:34,46.0,55.6,135.8046931712963,40.38461538461539,39.0
32,2019-08-09 12:58:14,2019-08-09 14:15:13,56.0,99.2,133.5441950488683,41.583044982698965,40.42387543252595
33,2019-08-09 20:24:23,2019-08-09 21:32:10,55.6,99.6,135.31734480744953,44.88015717092338,42.72495088408645
34,2019-08-10 11:36:36,2019-08-10 13:27:54,10.0,98.0,133.69107218434345,42.73205741626794,41.18421052631579
35,2019-08-10 22:43:17,2019-08-10 23:53:51,18.4,53.6,132.48032982796715,40.74716981132075,38.575471698113205
36,2019-08-11 00:00:07,2019-08-11 00:47:13,56.8,80.0,135.1244391702586,41.8954802259887,39.355932203389834
37,2019-08-11 08:19:09,2019-08-11 10:19:29,45.6,99.6,136.59136273662554,38.81063122923588,36.81506090808416
38,2019-08-11 15:09:21,2019-08-11 16:04:36,67.2,99.6,137.92568560528122,42.371084337349394,40.966265060240964
39,2019-08-11 20:39:53,2019-08-11 21:41:16,72.0,99.6,137.5638454408213,41.0,38.071583514099785
40,2019-08-12 01:12:38,2019-08-12 02:13:20,70.4,99.6,135.5415115487063,39.0,36.63157894736842
41,2019-08-13 00:42:54,2019-08-13 02:16:02,12.4,92.0,133.15200461857904,39.622317596566525,36.92560801144492
42,2019-08-13 22:20:15,2019-08-13 23:25:27,9.6,67.6,132.8390655172414,40.74541751527495,39.31160896130346
43,2019-08-13 23:26:47,2019-08-13 23:54:06,67.6,90.4,134.38059841617925,43.59903381642512,41.95169082125604
44,2019-08-14 06:50:23,2019-08-14 08:28:59,53.2,98.8,134.89013484405461,38.0,35.31351351351351
45,2019-08-15 20:38:17,2019-08-15 22:38:14,9.6,99.6,134.37670652469137,39.57666666666667,38.285555555555554
46,2019-08-16 13:34:13,2019-08-16 16:15:49,14.4,99.6,134.2265574986959,41.50535861500412,40.1838417147568
47,2019-08-17 04:30:07,2019-08-17 07:08:56,18.0,99.6,134.82563440904138,35.3003355704698,33.13422818791946
48,2019-08-17 18:00:08,2019-08-17 19:54:45,40.4,99.2,134.6110727371504,34.17209302325581,32.26279069767442
49,2019-08-18 02:43:43,2019-08-18 06:07:21,32.0,98.8,133.06456760645378,34.845549738219894,32.66492146596859
50,2019-08-18 16:26:32,2019-08-18 18:12:28,24.0,99.6,133.94359814447387,38.81383647798742,36.86918238993711
51,2019-08-19 06:14:10,2019-08-19 07:34:21,48.0,99.6,135.95349267872527,35.573089700996675,33.446843853820596
