cycle_num,time_s,time_e,SOC_s,SOC_e,charge_capacity,Tmax,Tmin
1,2019-07-26 01:07:17,2019-07-26 02:26:06,15.6,67.2,132.6230336401809,38.505902192242836,36.61045531197302
2,2019-07-26 22:12:17,2019-07-26 23:27:08,12.4,81.2,134.87156106266153,39.288256227758005,38.27580071174377
3,2019-07-27 09:08:28,2019-07-27 10:45:52,28.0,99.6,135.53696814090625,39.4172366621067,37.93844049247606
4,2019-07-28 23:59:55,2019-07-29 01:45:11,18.4,99.6,134.35630812807887,40.8746835443038,39.164556962025316
5,2019-07-29 20:31:53,2019-07-29 21:30:11,27.6,66.0,132.0208226128472,35.12785388127854,32.60045662100457
6,2019-07-30 03:27:11,2019-07-30 05:10:43,24.8,99.6,133.27408092134584,37.14157014157014,34.86486486486486
7,2019-07-30 16:07:12,2019-07-30 17:42:12,29.6,99.6,134.9912127619048,39.3632538569425,37.81767180925666
8,2019-07-31 01:47:09,2019-07-31 04:10:40,35.6,82.8,131.7415257297552,36.9721706864564,34.81354359925788
9,2019-07-31 13:28:07,2019-07-31 15:15:40,16.4,77.2,132.65232092470757,36.179455445544555,34.81559405940594
10,2019-07-31 18:10:48,2019-07-31 19:39:32,56.8,99.6,136.53339387331258,36.0,33.11561561561562
11,2019-08-01 07:33:31,2019-08-01 08:27:58,51.6,82.4,132.99561030844157,30.56723716381418,29.198044009779952
12,2019-08-01 09:59:11,2019-08-01 10:16:40,84.8,94.4,136.89441704282393,31.0,30.0
13,2019-08-01 21:58:57,2019-08-01 23:42:37,44.0,77.6,133.6392195767196,29.773778920308484,27.99228791773779
14,2019-08-02 03:11:34,2019-08-02 03:44:08,52.4,70.8,133.04984833937198,30.69795918367347,28.56326530612245
15,2019-08-02 11:12:00,2019-08-02 13:19:25,11.2,83.6,131.91389653928795,31.676778242677823,30.271966527196653
16,2019-08-02 23:58:18,2019-08-03 01:48:30,15.6,99.6,134.56622776620375,38.85006045949214,37.09915356711004
17,2019-08-03 20:17:45,2019-08-03 21:07:07,73.2,99.6,136.84413064499162,31.954177897574123,30.900269541778975
18,2019-08-04 14:19:54,2019-08-04 15:27:09,38.8,96.8,132.68711406848658,37.35049504950495,35.85742574257426
19,2019-08-05 00:07:45,2019-08-05 01:20:51,22.8,86.8,133.7837998263889,40.92714025500911,38.73952641165756
20,2019-08-05 19:31:41,2019-08-05 22:27:52,4.4,62.0,133.0482032527971,39.993197278911566,38.44671201814059
21,2019-08-06 02:47:44,2019-08-06 03:58:11,40.0,80.0,132.66752954861113,38.758034026465026,36.36672967863894
22,2019-08-06 14:28:19,2019-08-06 16:14:31,18.0,99.6,132.88757416258173,40.131744040150565,38.12547051442911
23,2019-08-07 01:40:10,2019-08-07 04:26:17,3.2,84.4,133.6571222188013,37.90216519647153,35.21170809943865
24,2019-08-08 02:09:09,2019-08-08 03:55:13,40.4,74.8,133.17486077196384,35.72989949748744,34.72989949748744
25,2019-08-08 10:21:55,2019-08-08 12:44:38,26.0,99.6,134.73976661760267,37.62278244631186,36.27637721755369
26,2019-08-08 23:18:25,2019-08-08 23:54:03,20.8,52.0,133.17943617788458,41.21641791044776,39.59701492537314
27,2019-08-08 23:59:55,2019-08-09 00:57:17,57.2,98.8,133.7944447215545,44.538283062645014,42.538283062645014
28,2019-08-09 15:34:06,2019-08-09 17:27:13,16.4,99.6,134.42886371193913,45.50705882352941,43.79176470588235
29,2019-08-10 05:39:02,2019-08-10 07:38:51,10.4,99.6,134.66538581371455,41.44827586206897,39.265850945494996
30,2019-08-10 22:11:38,2019-08-10 23:40:29,39.2,99.6,135.15998110283297,39.22938530734633,37.215892053973015
31,2019-08-11 12:21:24,2019-08-11 14:12:17,14.0,99.6,134.53659398364488,42.24038461538461,40.58894230769231
32,2019-08-11 23:59:57,2019-08-12 01:28:49,33.2,99.6,133.20082560031798,43.758620689655174,41.083958020989506
33,2019-08-12 17:20:33,2019-08-12 19:39:11,22.8,99.6,135.50027649377893,42.94615384615385,41.35769230769231
34,2019-08-13 04:29:32,2019-08-13 05:58:48,36.4,99.6,134.77026007164204,37.17313432835821,33.788059701492536
35,2019-08-13 20:05:19,2019-08-13 22:24:12,27.6,99.6,134.34061892361115,40.43240651965484,38.580057526366254
36,2019-08-14 06:11:06,2019-08-14 08:32:40,26.8,99.6,134.63487369505492,38.41431261770245,34.79943502824859
37,2019-08-14 15:55:08,2019-08-14 17:30:00,48.4,99.6,135.70708938802085,42.55477528089887,40.98174157303371
38,2019-08-15 05:22:18,2019-08-15 07:21:51,10.4,99.6,134.04498743616097,39.73021181716834,35.75808249721293
39,2019-08-15 22:36:45,2019-08-15 23:53:44,23.2,57.2,131.3118025735294,37.38062283737024,35.76470588235294
40,2019-08-15 23:59:53,2019-08-16 00:44:42,60.8,86.0,133.97577919973546,39.55192878338279,38.0
41,2019-08-16 12:06:26,2019-08-16 13:57:43,24.8,61.6,131.51522232035026,37.75928143712575,36.32215568862276
42,2019-08-16 17:29:58,2019-08-16 19:02:17,33.6,99.6,136.0298542213805,42.515151515151516,41.05194805194805
43,2019-08-17 21:44:31,2019-08-18 01:16:32,19.6,89.6,131.75342349603173,33.161006289308176,31.528930817610064
44,2019-08-18 05:24:29,2019-08-18 06:40:47,47.6,99.6,135.8126196634616,36.17277486910995,34.30890052356021
45,2019-08-18 15:26:51,2019-08-18 16:37:25,39.6,97.2,133.14862041377316,37.82518796992481,36.63157894736842
46,2019-08-19 06:03:08,2019-08-19 07:37:51,33.6,99.6,134.64459859848486,35.985935302391,34.10689170182841
47,2019-08-20 00:12:48,2019-08-20 02:25:49,18.0,84.8,131.97340775532268,35.84769539078156,34.16032064128257
48,2019-08-20 17:24:17,2019-08-20 19:30:22,21.2,85.6,130.270925640528,38.58562367864693,37.4492600422833
49,2019-08-20 19:32:06,2019-08-20 20:04:48,85.2,98.8,129.4405854575164,40.0,38.016260162601625
50,2019-08-21 05:27:56,2019-08-21 08:39:42,5.6,98.8,133.40852177277065,38.836692147324534,35.96594857539958
51,2019-08-22 01:29:24,2019-08-22 03:35:37,30.4,93.6,132.22164168204995,37.705385427666315,35.78669482576557
52,2019-08-22 09:57:40,2019-08-22 11:36:32,50.8,99.6,135.47698048724953,37.405660377358494,35.71024258760108
53,2019-08-22 22:55:04,2019-08-23 00:23:16,36.0,99.6,133.14925725235852,41.21450151057402,39.28549848942598
54,2019-08-23 11:55:08,2019-08-23 13:36:40,44.0,99.6,135.58257632893688,40.00787401574803,38.68766404199475
55,2019-08-23 22:15:03,2019-08-23 23:22:02,50.0,83.6,134.21954736276456,38.0,36.0
56,2019-08-24 05:08:36,2019-08-24 07:20:42,36.8,99.6,133.27073366507435,36.74369323915237,34.70332996972755
57,2019-08-24 17:26:09,2019-08-24 19:26:57,44.0,99.6,135.45020408673065,41.7317880794702,39.32008830022075
58,2019-08-25 04:56:30,2019-08-25 06:37:14,23.6,99.6,134.59107116593566,42.73412698412698,40.44179894179894
59,2019-08-25 14:25:11,2019-08-25 16:21:48,40.4,99.6,134.5338862073011,39.4,36.861714285714285
60,2019-08-25 23:46:08,2019-08-26 00:40:26,56.4,97.6,133.13583037014564,33.96568627450981,31.120098039215687
61,2019-08-26 04:21:22,2019-08-26 05:14:52,68.8,99.6,135.47646073232323,33.450248756218905,30.012437810945272
62,2019-08-26 21:47:25,2019-08-26 23:19:05,35.2,99.6,134.11619649327127,35.2281976744186,34.01744186046512
63,2019-08-27 14:00:42,2019-08-27 15:30:54,33.6,99.6,132.5285453219697,37.76957163958641,36.02511078286558
64,2019-08-28 03:01:18,2019-08-28 06:04:49,11.6,99.6,133.41207158301768,37.17173913043478,35.22391304347826
65,2019-08-28 18:04:55,2019-08-28 21:17:29,3.6,98.8,134.11693075980392,44.0878892733564,41.962629757785464
66,2019-08-29 05:13:12,2019-08-29 07:06:12,13.2,99.6,134.70110263631688,42.5377358490566,39.91391509433962
67,2019-08-29 14:28:02,2019-08-29 15:18:12,48.8,80.4,133.81502487253863,41.737400530503976,40.23342175066313
68,2019-08-29 21:18:02,2019-08-29 22:50:22,35.6,99.6,134.77527532986116,38.59307359307359,36.486291486291485
