cycle_num,time_s,time_e,SOC_s,SOC_e,charge_capacity,Tmax,Tmin
1,2019-07-26 00:22:51,2019-07-26 02:04:22,10.8,67.2,133.78893858845547,37.48623853211009,36.23853211009175
2,2019-07-27 01:30:24,2019-07-27 02:48:59,41.6,92.4,133.9762929516623,41.99322033898305,39.17627118644068
3,2019-07-28 07:20:32,2019-07-28 09:04:28,22.4,99.6,135.38733180411634,38.68974358974359,37.50512820512821
4,2019-07-28 19:54:54,2019-07-28 21:19:19,35.6,76.8,133.85278512001082,37.89589905362776,36.07413249211356
5,2019-07-29 01:35:50,2019-07-29 02:20:56,41.6,81.6,133.78192851388891,38.41002949852508,36.40412979351032
6,2019-07-29 23:59:53,2019-07-30 01:21:06,37.6,99.2,133.9080879035895,34.37377049180328,32.58524590163935
7,2019-07-30 13:45:32,2019-07-30 15:33:12,11.6,72.8,132.1950174836601,37.972772277227726,36.59158415841584
8,2019-07-30 23:27:35,2019-07-30 23:54:00,10.0,25.2,130.7741535270468,37.65829145728643,35.41206030150754
9,2019-07-30 23:59:36,2019-07-31 01:48:13,28.4,89.2,134.57989088541663,39.56319018404908,37.500613496932516
10,2019-07-31 04:16:57,2019-07-31 05:04:59,72.8,99.6,135.82832846703982,38.99445983379501,35.986149584487535
11,2019-07-31 11:33:20,2019-07-31 12:35:23,61.6,99.6,138.04072464912284,37.76824034334764,35.76394849785408
12,2019-08-01 03:14:36,2019-08-01 04:43:59,17.6,93.6,132.7567169298246,33.70938897168406,31.405365126676603
13,2019-08-01 17:02:05,2019-08-01 18:52:01,19.2,99.6,134.30902112527642,32.980606060606064,30.917575757575758
14,2019-08-02 18:48:06,2019-08-02 20:27:46,27.2,99.6,134.61004629565687,36.711229946524064,34.851604278074866
15,2019-08-03 04:04:29,2019-08-03 04:58:23,38.8,68.8,133.5499834212963,35.032098765432096,32.57530864197531
16,2019-08-03 14:22:21,2019-08-03 16:28:51,28.0,98.0,132.5497910535714,34.3245521601686,32.66174920969441
17,2019-08-04 09:00:19,2019-08-04 11:28:48,22.4,99.6,132.07750441853773,33.04667863554758,32.09335727109515
18,2019-08-05 01:02:37,2019-08-05 02:38:05,20.4,74.4,133.08953569958845,36.80222841225627,34.95264623955432
19,2019-08-05 23:59:48,2019-08-06 02:17:58,10.8,88.4,134.1309002362543,39.85149469623915,38.076181292189005
20,2019-08-06 13:20:49,2019-08-06 16:28:44,22.8,76.4,131.46222014925374,37.42978723404255,36.09078014184397
21,2019-08-07 01:46:49,2019-08-07 03:58:39,8.0,82.8,132.48569485294118,36.773737373737376,34.16868686868687
22,2019-08-07 08:03:52,2019-08-07 11:13:44,40.4,99.6,136.47827906813063,36.19101123595506,33.91151685393258
23,2019-08-07 22:14:04,2019-08-07 22:58:46,26.4,52.0,131.2502461154514,37.25892857142857,35.038690476190474
24,2019-08-08 07:54:49,2019-08-08 09:34:29,51.6,99.6,136.64187483796297,34.4451871657754,33.101604278074866
25,2019-08-08 16:20:47,2019-08-08 18:40:51,49.6,94.8,134.78397495083578,41.998097050428164,40.0
26,2019-08-09 02:27:18,2019-08-09 06:26:00,24.4,99.6,135.16681241134754,38.96594081518705,35.644891122278054
27,2019-08-09 16:16:08,2019-08-09 19:18:52,4.8,99.6,135.98161103756448,45.777534646243616,43.98832968636032
28,2019-08-10 00:10:20,2019-08-10 01:37:36,62.0,90.4,133.09350575117367,43.33893129770993,40.796946564885495
29,2019-08-10 23:59:47,2019-08-11 02:40:43,9.2,98.0,133.84869136636638,39.33195364238411,37.36506622516556
30,2019-08-11 11:28:07,2019-08-11 13:40:37,32.4,99.6,135.25226518683866,38.92857142857143,37.44969818913481
31,2019-08-11 18:37:57,2019-08-11 18:59:10,37.6,43.6,133.18617004629633,41.0,37.65
32,2019-08-11 19:23:11,2019-08-11 22:42:47,47.6,99.6,135.06048561965812,40.741482965931866,38.20975283901136
33,2019-08-12 09:47:38,2019-08-12 11:23:57,68.0,94.8,135.60578133291875,34.065006915629326,33.0
34,2019-08-12 16:43:36,2019-08-12 18:16:52,50.0,99.6,136.79702876344086,41.80428571428571,40.26714285714286
35,2019-08-13 13:35:25,2019-08-13 15:30:02,14.8,99.6,135.7402769850629,42.288372093023256,40.94767441860465
36,2019-08-14 01:43:06,2019-08-14 02:40:20,46.0,95.2,133.55734978263325,40.467441860465115,38.21395348837209
37,2019-08-14 02:42:04,2019-08-14 03:02:29,96.0,99.6,166.4098192129632,41.0,39.0
38,2019-08-14 17:49:06,2019-08-14 19:30:46,21.2,99.2,133.769821102208,44.0170380078637,42.17824377457405
39,2019-08-15 22:51:14,2019-08-15 23:54:05,9.6,42.4,125.95524367818432,33.71610169491525,31.722457627118644
40,2019-08-15 23:58:53,2019-08-16 01:18:48,44.8,83.6,136.6688706328752,36.745,34.16
41,2019-08-16 19:20:13,2019-08-16 21:45:54,17.2,99.6,135.83163898833607,39.66788655077767,37.55626715462031
