cycle_num,time_s,time_e,SOC_s,SOC_e,charge_capacity,Tmax,Tmin
1,2019-07-26 11:03:04,2019-07-26 12:45:14,50.0,99.6,136.08364143705202,33.341590612777054,32.39765319426336
2,2019-07-27 04:05:36,2019-07-27 04:52:44,39.6,66.0,133.7937715909091,37.752112676056335,35.95774647887324
3,2019-07-27 12:29:38,2019-07-27 14:53:00,19.2,66.0,132.72768326210826,38.01672862453532,36.69423791821561
4,2019-07-27 22:38:43,2019-07-27 23:19:33,14.8,37.6,134.3953608308967,38.413680781758956,37.188925081433226
5,2019-07-27 23:42:22,2019-07-27 23:58:38,50.4,59.6,132.61835845410624,41.0,39.951219512195124
6,2019-07-28 05:00:38,2019-07-28 05:30:19,23.2,32.4,139.81280193236717,37.0,35.0
7,2019-07-28 05:31:07,2019-07-28 08:23:10,32.8,88.4,134.09172661870502,38.53756777691712,36.092176607281175
8,2019-07-29 10:41:03,2019-07-29 11:43:14,25.6,66.4,132.088779956427,34.676659528907926,33.768736616702355
9,2019-07-30 09:09:42,2019-07-30 10:14:48,10.4,46.8,134.1648381868132,31.54192229038855,30.611451942740285
10,2019-07-30 10:28:17,2019-07-30 12:16:45,46.4,99.6,136.41327418546368,35.85503685503686,34.43366093366093
11,2019-07-30 21:20:51,2019-07-30 22:37:27,21.6,91.2,133.89621438178483,39.85391304347826,37.208695652173915
12,2019-08-01 06:18:45,2019-08-01 07:55:13,29.6,99.6,135.1562808293651,33.66436464088398,32.75690607734806
13,2019-08-01 19:14:06,2019-08-01 20:05:12,33.6,62.4,133.0741791377315,32.1484375,29.536458333333332
14,2019-08-01 20:05:52,2019-08-01 21:24:02,62.8,99.6,136.18134276871982,33.61904761904762,31.217687074829932
15,2019-08-02 05:50:02,2019-08-02 07:55:35,4.0,99.6,134.69805451243607,35.782377919320595,32.99363057324841
16,2019-08-02 22:07:15,2019-08-02 23:05:33,32.4,83.6,133.65586841905383,35.954337899543376,34.098173515981735
17,2019-08-03 20:11:48,2019-08-03 22:12:25,12.4,99.6,136.2956649576325,35.841988950276246,34.38453038674033
18,2019-08-04 15:18:07,2019-08-04 16:56:27,26.4,99.6,134.11333519656955,39.826558265582655,38.421409214092144
19,2019-08-05 05:31:49,2019-08-05 07:04:09,33.2,99.6,134.59724515562252,37.874458874458874,36.0
20,2019-08-05 19:57:18,2019-08-05 21:38:31,20.0,76.8,133.92481240219095,40.94605263157895,39.20657894736842
21,2019-08-06 04:15:18,2019-08-06 06:04:51,12.8,67.6,133.21958635442013,37.990267639902676,35.73965936739659
22,2019-08-06 16:14:08,2019-08-06 18:12:53,8.400001,99.6,136.07661318645168,42.27497194163861,40.872053872053876
23,2019-08-07 03:50:31,2019-08-07 05:41:15,18.8,99.6,133.89894844437572,40.97954271961492,38.127557160048134
24,2019-08-07 16:21:59,2019-08-07 17:49:22,29.6,98.0,133.72509687703052,42.576219512195124,41.073170731707314
25,2019-08-08 06:17:39,2019-08-08 08:03:39,23.6,99.6,134.32296072002922,37.85929648241206,35.24874371859296
26,2019-08-09 18:02:04,2019-08-09 19:12:23,45.2,84.4,133.94251832482996,41.46590909090909,39.753787878787875
27,2019-08-10 02:33:24,2019-08-10 04:56:20,33.6,99.6,136.46908878787883,40.67630597014925,38.913246268656714
28,2019-08-10 17:30:22,2019-08-10 18:37:45,47.2,98.8,135.5558282730405,43.980237154150196,42.36363636363637
29,2019-08-11 08:52:46,2019-08-11 09:44:16,76.0,99.6,137.12764090160078,35.43152454780362,34.0
30,2019-08-11 23:14:47,2019-08-11 23:53:13,34.8,54.0,134.1134592881944,37.29757785467128,34.56401384083045
31,2019-08-11 23:58:09,2019-08-12 01:34:39,56.8,99.6,137.23306023169783,38.87707182320442,36.738950276243095
