cycle_num,time_s,time_e,SOC_s,SOC_e,charge_capacity,Tmax,Tmin
1,2019-07-25 18:35:34,2019-07-25 19:38:19,42.4,82.8,134.37119427255226,39.59957627118644,38.2521186440678
2,2019-07-26 17:03:02,2019-07-26 20:25:44,14.8,72.4,131.96614583333331,40.61143984220907,38.455621301775146
3,2019-07-27 01:47:40,2019-07-27 02:47:30,22.8,56.8,132.1357679861111,39.175555555555555,37.388888888888886
4,2019-07-27 08:55:40,2019-07-27 10:32:48,28.4,99.6,135.58299665262174,39.58710562414266,37.77366255144033
5,2019-07-28 01:13:46,2019-07-28 02:25:01,30.4,91.6,132.4281715209695,42.981308411214954,40.02242990654206
6,2019-07-28 06:25:08,2019-07-28 07:50:31,41.2,99.6,135.4147231592466,43.44617784711389,39.72230889235569
7,2019-07-29 05:36:02,2019-07-29 07:25:08,17.2,99.6,134.03827287621363,39.6007326007326,37.301587301587304
8,2019-07-30 03:31:03,2019-07-30 06:05:16,14.4,98.4,133.13445355820107,38.21348314606742,35.93344857389801
9,2019-07-30 15:00:29,2019-07-30 15:56:00,50.8,97.2,133.63878202825668,39.52278177458034,38.2326139088729
10,2019-07-30 23:59:09,2019-07-31 01:26:33,30.8,99.2,133.21409760802473,40.832317073170735,38.13109756097561
11,2019-07-31 14:44:34,2019-07-31 15:30:12,44.0,84.0,133.0527733333333,36.22740524781341,34.32069970845481
12,2019-07-31 23:59:53,2019-08-01 00:58:34,40.0,73.6,131.27805463789682,34.52370203160271,32.25507900677201
13,2019-08-01 09:54:00,2019-08-01 11:50:55,46.0,99.6,134.22189580742122,31.321184510250568,29.623006833712985
14,2019-08-01 22:09:27,2019-08-01 23:33:46,32.8,98.4,131.45957329776422,32.55134281200632,30.505529225908372
15,2019-08-02 21:51:20,2019-08-02 23:37:51,18.0,99.6,133.1725407049973,36.07,34.5725
16,2019-08-04 13:33:59,2019-08-04 15:38:52,26.0,97.2,131.61629085908243,35.76520811099253,34.50800426894344
17,2019-08-05 00:30:36,2019-08-05 01:50:58,20.8,66.8,131.61258950483094,38.92384105960265,36.79801324503311
