cycle_num,time_s,time_e,SOC_s,SOC_e,charge_capacity,Tmax,Tmin
1,2019-07-25 15:58:38,2019-07-25 17:53:46,13.2,99.6,134.77867295524692,40.95842956120092,39.87413394919169
2,2019-07-26 13:00:18,2019-07-26 15:46:35,12.4,66.8,132.51185198120913,39.6650641025641,38.40785256410256
3,2019-07-27 07:21:13,2019-07-27 09:21:58,31.2,99.6,133.603875233512,37.003311258278146,35.00551876379691
4,2019-07-27 20:45:44,2019-07-27 22:14:27,22.4,72.8,132.60673138778665,41.025525525525524,39.031531531531535
5,2019-07-27 22:15:02,2019-07-27 22:31:50,73.2,82.8,131.83336250000005,42.6328125,40.0
6,2019-07-27 22:32:34,2019-07-27 22:57:43,83.2,97.2,133.6365378769841,43.0,40.0
7,2019-07-28 17:15:04,2019-07-28 18:35:23,18.4,70.4,132.57398504273502,39.893864013267,38.61857379767827
8,2019-07-28 23:27:28,2019-07-28 23:54:33,34.4,50.0,130.96034839743587,38.200980392156865,35.59313725490196
9,2019-07-29 00:00:01,2019-07-29 01:09:00,53.2,92.4,132.86336648242633,39.0,36.97876447876448
10,2019-07-29 18:09:04,2019-07-29 19:35:32,31.6,80.8,132.3873373532069,36.95069337442219,35.55161787365177
11,2019-07-30 03:50:41,2019-07-30 05:25:33,15.2,62.0,132.43901804368474,35.25140449438202,32.58567415730337
12,2019-07-30 05:26:13,2019-07-30 05:50:54,62.4,74.4,134.38707131944437,37.0,34.0
13,2019-07-30 15:12:16,2019-07-30 16:43:08,30.8,60.4,131.2452517924174,35.43841642228739,33.74486803519061
14,2019-07-30 23:22:31,2019-07-30 23:56:33,22.4,41.6,132.87630267650462,34.69140625,32.97265625
15,2019-07-30 23:59:53,2019-07-31 01:12:20,43.2,84.4,131.8871359223301,37.44669117647059,35.1047794117647
16,2019-07-31 10:52:21,2019-07-31 11:17:34,45.6,58.0,132.1939974014337,34.22105263157895,32.747368421052634
17,2019-07-31 11:18:14,2019-07-31 12:06:16,58.4,81.6,134.57614942528738,35.0,33.08864265927978
18,2019-07-31 16:29:52,2019-07-31 17:41:55,54.0,99.6,135.79886433966863,35.733826247689464,33.52865064695009
19,2019-08-01 19:53:40,2019-08-01 21:42:16,43.6,99.2,132.8629389488409,29.792638036809816,28.12515337423313
20,2019-08-04 09:16:23,2019-08-04 09:40:56,37.6,60.8,131.03918757183914,33.26486486486486,32.11351351351351
21,2019-08-04 09:41:36,2019-08-04 10:45:22,61.2,99.6,135.12199095052085,36.41041666666667,34.71666666666667
22,2019-08-04 20:31:53,2019-08-04 21:56:44,28.8,98.4,131.84007343151342,41.70957613814757,39.71585557299843
23,2019-08-05 16:30:49,2019-08-05 17:51:56,43.6,99.6,134.6221051810516,40.0919540229885,38.825944170771756
24,2019-08-06 01:21:55,2019-08-06 01:59:27,43.2,62.0,133.86122813977548,38.748226950354606,36.53900709219858
25,2019-08-06 11:11:51,2019-08-06 13:12:23,7.2,68.0,132.81088839546786,37.66114790286976,35.85099337748344
26,2019-08-06 17:56:29,2019-08-06 19:18:08,43.2,99.6,136.15888405732866,40.99347471451876,38.73409461663948
27,2019-08-07 06:21:09,2019-08-07 07:29:59,54.8,99.6,133.64950699404764,37.18181818181818,34.79303675048356
28,2019-08-08 11:42:53,2019-08-08 13:37:05,14.8,99.6,133.34033823047693,39.77362893815636,37.87514585764294
29,2019-08-08 22:09:32,2019-08-08 23:46:48,53.6,98.8,134.31631183136676,41.0,39.0
30,2019-08-09 06:50:10,2019-08-09 08:20:22,53.2,99.6,135.46328569204985,38.181683899556866,35.71048744460857
31,2019-08-09 15:03:26,2019-08-09 16:47:02,25.2,99.6,133.44614617868882,46.163029525032094,44.12451861360719
32,2019-08-10 01:49:25,2019-08-10 03:27:53,30.8,99.6,133.86183172238376,44.776725304465494,41.84573748308525
33,2019-08-10 09:20:45,2019-08-10 09:34:38,37.6,42.8,131.36325026709412,41.0,38.0
34,2019-08-10 09:35:18,2019-08-10 12:34:36,43.2,99.6,135.99845474783297,41.9739970282318,38.90341753343239
35,2019-08-10 23:15:05,2019-08-10 23:53:06,20.0,38.8,135.48496278073287,38.11188811188811,35.7027972027972
36,2019-08-10 23:58:59,2019-08-11 02:04:00,42.0,99.6,133.55934761284723,40.88486140724947,38.65138592750533
37,2019-08-11 06:42:53,2019-08-11 08:18:19,57.2,99.6,135.27364770702312,40.12988826815643,38.0
38,2019-08-11 22:55:03,2019-08-11 23:54:49,26.8,79.2,133.14040663963104,40.623608017817375,38.530066815144764
39,2019-08-11 23:59:14,2019-08-12 00:34:08,83.2,99.6,134.86645246443095,42.89733840304182,40.0
40,2019-08-12 05:43:09,2019-08-12 07:24:01,30.0,99.6,134.93835291347384,43.408190224570674,39.88771466314399
41,2019-08-12 23:21:01,2019-08-12 23:53:58,14.4,32.8,134.61098999094204,38.29032258064516,35.16532258064516
42,2019-08-12 23:59:10,2019-08-13 01:18:33,36.0,81.2,132.01287342059976,40.56543624161074,36.70302013422819
43,2019-08-13 11:02:01,2019-08-13 13:29:27,24.0,99.6,134.00562616475605,37.76130198915009,35.537974683544306
44,2019-08-14 09:30:52,2019-08-14 10:53:03,44.4,99.6,134.98642073268925,35.58833063209076,34.58833063209076
45,2019-08-15 19:35:24,2019-08-15 21:32:41,14.4,99.6,133.56663692781694,40.85454545454545,38.48863636363637
46,2019-08-16 04:47:51,2019-08-16 05:39:21,72.0,99.6,136.43737235809184,36.98711340206186,34.00257731958763
47,2019-08-16 16:35:55,2019-08-16 17:47:26,25.6,70.8,132.63081844272372,41.324022346368714,39.84171322160149
48,2019-08-16 18:14:27,2019-08-16 19:15:41,70.4,99.6,134.9319159246576,41.471739130434784,39.69130434782609
49,2019-08-17 04:13:57,2019-08-17 07:09:00,8.0,99.6,133.53775623180493,41.32901751713633,37.42574257425743
50,2019-08-17 23:02:59,2019-08-18 02:32:41,15.2,84.8,131.06239057311623,34.32612841703751,32.1220597584234
51,2019-08-18 08:03:17,2019-08-18 09:52:10,40.8,99.6,134.64602092309147,35.67564259485924,32.791921664626685
52,2019-08-19 11:53:31,2019-08-19 13:36:55,24.4,99.6,134.58048144946812,37.71134020618557,36.35180412371134
53,2019-08-19 21:45:02,2019-08-19 23:04:33,40.8,85.6,132.69286558159723,38.65661641541038,35.86599664991625
54,2019-08-20 02:46:51,2019-08-20 03:58:14,54.8,99.6,135.5611659226191,37.53358208955224,34.81902985074627
55,2019-08-20 15:19:40,2019-08-20 17:38:02,27.2,97.2,131.4483003888889,40.76493256262042,38.57418111753372
56,2019-08-21 03:50:38,2019-08-21 05:48:03,12.4,99.6,132.8707507438201,40.483541430192965,37.517593643586835
57,2019-08-22 00:12:17,2019-08-22 01:15:55,46.8,97.2,132.6164992476852,38.18410041841004,36.10041841004184
58,2019-08-22 09:12:14,2019-08-22 11:14:03,41.6,98.8,133.29294304147243,35.70787746170679,33.711159737417944
59,2019-08-22 18:56:52,2019-08-22 20:13:11,50.8,99.6,135.75224764913477,41.031413612565444,39.024432809773124
60,2019-08-23 02:07:47,2019-08-23 03:22:38,51.2,93.6,132.6958496527778,40.0,37.0
61,2019-08-23 15:16:51,2019-08-23 17:58:18,15.2,99.6,133.01013608149032,38.73575557390586,36.861271676300575
62,2019-08-24 05:27:13,2019-08-24 07:58:15,20.4,99.6,131.56524100378792,35.83495145631068,33.97881729920565
63,2019-08-24 16:23:21,2019-08-24 17:39:08,50.0,99.6,134.54834389000897,43.37434094903339,41.72407732864675
64,2019-08-25 14:33:52,2019-08-25 16:09:32,34.0,99.6,132.54207505081303,36.34818941504178,35.17548746518106
65,2019-08-26 02:25:13,2019-08-26 03:50:12,43.6,99.6,133.80441529513894,33.21316614420063,30.296238244514107
66,2019-08-26 16:44:27,2019-08-26 18:16:03,36.8,99.6,132.93664005661714,35.026162790697676,33.1031976744186
67,2019-08-27 02:22:49,2019-08-27 03:38:35,51.2,99.6,133.93099042125806,35.86467486818981,33.59402460456942
68,2019-08-27 12:52:36,2019-08-27 13:59:58,51.2,88.8,134.6284282062648,35.49604743083004,33.66798418972332
69,2019-08-27 22:26:23,2019-08-28 00:11:00,23.6,99.6,134.12541765168132,40.452229299363054,38.01656050955414
70,2019-08-28 14:29:31,2019-08-28 15:44:30,18.0,87.6,132.00743286039273,42.181172291296626,40.46536412078153
71,2019-08-28 22:55:48,2019-08-28 23:56:30,46.0,80.0,134.1956179901961,40.23245614035088,37.70614035087719
72,2019-08-28 23:59:34,2019-08-29 00:44:48,82.0,99.6,139.79944308712123,41.0,38.0
73,2019-08-29 14:33:06,2019-08-29 16:24:55,6.4,98.0,132.56863772440565,43.626936829559,41.584028605482715
74,2019-08-30 01:08:01,2019-08-30 03:29:33,24.4,99.6,132.36764373522462,39.23894637817498,36.220131702728125
75,2019-08-30 18:32:17,2019-08-30 20:27:29,6.4,72.0,132.29355916327913,37.31487889273357,35.484429065743946
76,2019-08-30 21:38:02,2019-08-30 22:39:57,67.6,99.2,132.7175911919831,38.0,36.0
77,2019-08-31 15:09:14,2019-08-31 17:05:59,41.2,99.6,132.92424622098557,32.39840182648402,31.399543378995435
78,2019-09-01 01:44:38,2019-09-01 03:10:02,51.6,97.6,132.82708193236715,33.609984399375975,31.605304212168488
79,2019-09-01 06:45:59,2019-09-01 07:25:37,82.8,99.6,136.1641068700397,32.97315436241611,30.181208053691275
80,2019-09-01 16:45:03,2019-09-01 18:43:08,12.0,99.2,128.4007564793578,41.76636568848758,38.057562076749434
81,2019-09-02 03:35:13,2019-09-02 05:19:33,21.2,99.6,131.52961072845807,34.089399744572155,32.452107279693486
82,2019-09-03 08:12:48,2019-09-03 09:55:46,25.6,99.6,129.9329465840841,31.98706338939198,31.155239327296247
