cycle_num,time_s,time_e,SOC_s,SOC_e,charge_capacity,Tmax,Tmin
1,2019-07-24 23:00:08,2019-07-25 00:01:06,51.6,98.0,132.40470082614942,36.47379912663755,34.622270742358076
2,2019-07-26 11:01:10,2019-07-26 12:40:02,18.4,99.2,133.82817994877612,38.753369272237194,37.54716981132076
3,2019-07-27 11:04:05,2019-07-27 13:21:02,20.0,97.2,132.7346758275763,38.13813229571984,36.255836575875485
4,2019-07-28 00:55:21,2019-07-28 01:15:59,35.2,42.0,131.99269763071902,38.0,36.19108280254777
5,2019-07-28 01:16:31,2019-07-28 02:24:33,42.0,64.8,129.80048832846006,38.68688845401174,37.43444227005871
6,2019-07-28 05:36:19,2019-07-28 06:38:05,40.4,75.2,133.71171562899107,38.02801724137931,36.37068965517241
7,2019-07-28 20:24:08,2019-07-28 21:48:27,42.0,99.6,134.6669496793017,39.507109004739334,38.1390205371248
8,2019-07-29 13:03:21,2019-07-29 14:21:24,28.8,94.4,132.41163044122627,39.66894197952218,38.24232081911263
9,2019-07-29 22:34:58,2019-07-29 23:33:08,51.2,96.8,133.32726386756823,36.17162471395881,33.578947368421055
10,2019-07-30 23:22:05,2019-07-30 23:53:58,18.4,46.4,133.21048524801586,35.71666666666667,34.25833333333333
11,2019-07-30 23:59:58,2019-07-31 01:04:17,52.0,98.4,132.6940390684866,39.581780538302276,37.82608695652174
12,2019-07-31 20:33:57,2019-07-31 22:22:50,20.4,99.6,133.97429730639732,35.399755501222494,34.18826405867971
13,2019-08-01 23:37:46,2019-08-01 23:53:55,12.4,26.8,131.91166444830245,29.188524590163933,27.950819672131146
14,2019-08-01 23:59:55,2019-08-02 00:58:21,32.0,83.6,133.14379602174847,33.52847380410023,32.252847380410024
15,2019-08-02 06:39:51,2019-08-02 09:07:17,23.6,99.6,132.67197489400587,34.6374321880651,31.802893309222423
16,2019-08-03 02:03:04,2019-08-03 05:00:45,30.4,88.8,131.82572300228307,32.459114778694676,31.567891972993248
17,2019-08-04 03:15:30,2019-08-04 06:35:30,24.0,90.0,131.44707063131312,33.46333333333333,31.584666666666667
18,2019-08-04 23:59:37,2019-08-05 01:15:16,26.4,91.2,132.82120583419066,38.315140845070424,36.808098591549296
19,2019-08-05 20:13:16,2019-08-05 21:21:19,24.4,88.0,132.32786572982184,42.01565557729941,40.53033268101761
20,2019-08-06 15:10:54,2019-08-06 16:40:25,36.0,99.6,134.24065983577918,39.10995542347697,37.8112927191679
21,2019-08-07 05:00:02,2019-08-07 07:36:00,26.0,99.6,132.85047378660934,35.887938408896495,34.32420872540633
22,2019-08-07 23:09:52,2019-08-07 23:56:34,14.0,40.8,130.68656720563848,38.93162393162393,37.37891737891738
23,2019-08-07 23:59:38,2019-08-08 01:53:35,42.4,99.6,133.86257290695417,40.928654970760235,39.176608187134505
24,2019-08-08 13:39:26,2019-08-08 14:40:41,52.0,98.4,132.8003624341475,41.426086956521736,39.68913043478261
25,2019-08-08 21:03:55,2019-08-08 22:18:22,45.6,91.6,133.7650787560387,44.21607142857143,42.15892857142857
26,2019-08-09 03:36:12,2019-08-09 05:02:39,41.2,99.6,134.43923534531964,43.503852080123266,40.590138674884436
27,2019-08-09 18:22:58,2019-08-09 19:30:29,28.8,62.8,131.68617707516344,43.11834319526627,41.34319526627219
28,2019-08-09 20:50:57,2019-08-09 22:28:05,46.4,99.6,136.5710017804929,43.98765432098765,42.631001371742116
29,2019-08-10 09:57:00,2019-08-10 12:03:22,42.0,99.6,134.33957059702934,39.85232067510549,38.61497890295359
30,2019-08-10 16:56:21,2019-08-10 17:42:47,63.2,98.4,132.41099483112373,44.438395415472776,42.787965616045845
31,2019-08-11 01:30:38,2019-08-11 02:57:37,38.8,99.6,134.34429072322735,42.06738131699847,39.85451761102603
32,2019-08-11 15:40:41,2019-08-11 17:38:12,10.0,76.8,132.8228710994678,41.25283446712018,39.81972789115646
33,2019-08-12 01:21:50,2019-08-12 03:47:56,12.4,94.4,132.9833923143632,40.37682481751825,38.40054744525548
34,2019-08-12 14:54:12,2019-08-12 17:26:26,13.6,99.6,134.21694418281652,42.85201401050788,41.408056042031525
35,2019-08-13 18:46:20,2019-08-13 21:20:26,9.6,99.6,132.8241624660494,40.03979238754325,38.49567474048443
36,2019-08-14 05:26:51,2019-08-14 06:22:21,61.6,88.8,133.2193984681373,37.0,35.0
37,2019-08-14 15:15:04,2019-08-14 15:45:13,60.4,77.6,131.96837546834632,38.99559471365639,37.070484581497794
38,2019-08-14 22:43:14,2019-08-14 23:53:49,21.2,65.2,132.62250148358586,39.63962264150943,38.1
39,2019-08-14 23:59:49,2019-08-15 01:05:28,69.2,99.6,138.59728394097223,41.0973630831643,38.9290060851927
40,2019-08-15 17:10:12,2019-08-15 19:06:17,44.0,98.8,133.45018493055557,39.84615384615385,37.93570608495982
41,2019-08-16 17:27:22,2019-08-16 18:45:25,35.6,80.0,131.72391767392392,39.29692832764505,37.648464163822524
42,2019-08-17 02:59:55,2019-08-17 04:48:32,22.4,85.2,130.07582058121017,34.21104294478528,32.7079754601227
43,2019-08-17 14:31:58,2019-08-17 16:02:57,45.6,96.8,133.5382242133247,35.43045387994143,34.02196193265007
44,2019-08-18 03:01:00,2019-08-18 05:44:56,18.0,98.8,131.1574871012101,34.0390243902439,32.25853658536585
