cycle_num,time_s,time_e,SOC_s,SOC_e,charge_capacity,Tmax,Tmin
1,2019-07-26 02:53:18,2019-07-26 04:04:51,23.2,70.4,131.63382352283426,37.76951672862454,35.451672862453535
2,2019-07-26 07:16:20,2019-07-26 08:55:52,27.6,99.6,133.35333793595677,41.03078982597055,38.19277108433735
3,2019-07-26 17:52:40,2019-07-26 18:45:54,47.6,92.8,131.7905187684366,44.2025,42.4875
4,2019-07-27 07:34:50,2019-07-27 08:53:09,42.8,94.0,133.02376138780383,38.82142857142857,36.56802721088435
5,2019-07-28 14:22:13,2019-07-28 15:32:31,24.0,71.2,129.45170796845576,37.78787878787879,36.46780303030303
6,2019-07-28 23:59:58,2019-07-29 01:49:14,2.8,64.0,132.7149898148148,37.80609756097561,35.86829268292683
7,2019-07-29 06:07:14,2019-07-29 07:48:22,28.4,99.6,133.95273372932274,39.12252964426877,37.00395256916996
8,2019-07-29 20:42:19,2019-07-29 22:16:17,34.8,99.6,132.90512376543214,38.09915014164306,34.98158640226629
9,2019-07-30 06:34:57,2019-07-30 08:01:01,58.4,99.6,133.86640517799358,33.0,30.94736842105263
10,2019-07-30 20:47:16,2019-07-30 22:51:26,23.6,94.8,129.9242646613608,36.98177920685959,35.67738478027867
11,2019-07-31 10:49:43,2019-07-31 12:08:02,13.2,86.8,131.8949041911987,36.95068027210884,35.58843537414966
12,2019-07-31 20:49:05,2019-07-31 22:54:22,16.0,87.6,131.23269709807573,36.6,34.045744680851065
13,2019-08-01 00:50:38,2019-08-01 01:29:04,59.6,72.0,134.82756061827956,36.5551724137931,33.0
14,2019-08-06 11:12:43,2019-08-06 11:59:09,12.0,35.6,131.8234791195857,35.80515759312321,34.55873925501432
15,2019-08-06 13:30:23,2019-08-06 13:47:13,34.8,43.6,128.1629106691918,37.16535433070866,35.89763779527559
16,2019-08-06 14:47:35,2019-08-06 15:06:01,42.8,52.4,128.6017391782407,37.776978417266186,36.43884892086331
17,2019-08-06 15:24:35,2019-08-06 17:06:21,52.0,99.6,128.2803160889356,38.60681520314548,37.41546526867628
18,2019-08-07 02:36:06,2019-08-07 05:08:34,21.2,99.6,133.46300623582766,38.35807860262009,35.83755458515284
19,2019-08-07 10:26:37,2019-08-07 12:01:37,49.6,99.6,133.51261481111115,38.516129032258064,36.869565217391305
20,2019-08-07 23:24:15,2019-08-07 23:54:41,15.6,42.8,132.21215095486113,38.68995633187773,36.86026200873363
21,2019-08-07 23:59:21,2019-08-08 00:42:27,46.8,86.0,130.01129293863377,42.17283950617284,40.08641975308642
22,2019-08-08 04:45:19,2019-08-08 05:02:08,53.2,69.2,131.21840145833332,39.89763779527559,36.77165354330709
23,2019-08-08 05:02:27,2019-08-08 05:56:29,69.6,99.6,136.5530673425926,40.98522167487685,37.92857142857143
24,2019-08-08 14:59:14,2019-08-08 15:58:28,59.6,89.2,132.2706463738739,41.06741573033708,39.84943820224719
25,2019-08-09 00:14:27,2019-08-09 01:39:42,28.0,70.8,129.46845794392524,41.3984375,39.4078125
26,2019-08-09 06:52:30,2019-08-09 09:06:52,30.8,99.6,133.01393887879522,38.73015873015873,36.63392857142857
27,2019-08-09 17:13:40,2019-08-09 18:15:10,49.6,84.4,133.13253267879946,44.0,42.0
28,2019-08-11 00:40:02,2019-08-11 02:27:34,35.6,89.6,130.10209080246915,37.22304832713755,36.20817843866171
29,2019-08-11 12:36:26,2019-08-11 14:13:02,18.4,98.4,131.41530724305557,43.0551724137931,41.3751724137931
30,2019-08-12 01:59:52,2019-08-12 04:52:41,17.6,99.6,132.72308300643633,40.47993827160494,38.223765432098766
31,2019-08-12 17:27:11,2019-08-12 19:20:52,14.8,99.6,132.8519158330058,44.74560375146542,43.17702227432591
32,2019-08-13 16:00:54,2019-08-13 18:13:39,9.6,77.6,130.1472222385621,39.700803212851405,37.91967871485944
33,2019-08-13 19:51:05,2019-08-13 20:50:27,68.0,99.6,138.5523033403657,40.93273542600897,39.02466367713004
34,2019-08-14 04:13:46,2019-08-14 05:27:25,54.0,99.6,134.36019226059946,38.289330922242314,35.839059674502714
35,2019-08-15 01:29:34,2019-08-15 03:12:38,14.8,98.8,131.55564865079367,40.961290322580645,39.08
36,2019-08-15 15:41:39,2019-08-15 17:25:03,24.8,99.6,133.42117452094476,41.68814432989691,39.58376288659794
37,2019-08-16 02:39:03,2019-08-16 04:11:10,38.0,99.6,134.0369981737013,38.475433526011564,36.346820809248555
38,2019-08-16 15:12:00,2019-08-16 16:44:52,35.2,99.6,134.00338220324363,42.02869440459111,40.576757532281206
39,2019-08-17 00:13:27,2019-08-17 01:02:33,67.2,98.8,132.92835068565404,36.90514905149052,34.31436314363144
40,2019-08-17 15:41:30,2019-08-17 17:09:49,37.2,99.6,132.09150491007838,36.963800904977376,35.52337858220211
41,2019-08-18 04:23:30,2019-08-18 06:20:23,11.6,99.6,133.19581014204547,38.35005701254276,36.58152793614595
42,2019-08-18 14:00:31,2019-08-18 15:06:45,50.0,72.0,133.20275787878788,36.0,33.62048192771084
43,2019-08-18 23:45:58,2019-08-19 01:35:15,3.6,96.8,131.5997125074511,38.15731707317073,36.35
44,2019-08-19 14:03:13,2019-08-19 16:07:26,6.4,69.6,131.35802326388887,39.452789699570815,37.68025751072961
45,2019-08-19 23:38:32,2019-08-20 00:50:51,26.0,62.0,130.5300922839506,36.217311233885816,34.12338858195212
46,2019-08-20 04:27:06,2019-08-20 06:17:18,22.8,99.6,133.5097227955006,40.0677146311971,37.203143893591296
