Cell,Cycle,Tem,Voltage-mean,Voltage,Current,Capacity
NCA Cell16,1,25,3.34835947795699,2.6499879,-3498.8789382804857,3235.9513856859007
NCA Cell16,2,25,3.3918896715719065,2.6499486,-3498.827213060838,3235.927376273735
NCA Cell16,3,25,3.351889723571429,2.6499879,-3499.219333758771,3235.999497384168
NCA Cell16,4,25,3.351664785357143,2.6500669,-3498.7854561657628,3233.0552817725984
NCA Cell16,5,25,3.352361207142857,2.6500275,-3498.707463108255,3234.8441097437926
NCA Cell16,6,25,3.3512185708185056,2.6500669,-3499.251162994862,3232.4899415753807
NCA Cell16,7,25,3.351734025622776,2.6499879,-3498.9996452319,3229.8260491122774
NCA Cell16,8,25,3.3526532427046263,2.6500275,-3498.498437470648,3227.257956765954
NCA Cell16,9,25,3.3524222459074733,2.6500275,-3498.98595958134,3224.979105437823
NCA Cell16,10,25,3.3524554402135234,2.6499879,-3499.092632473036,3222.479573466662
NCA Cell16,11,25,3.353385565480427,2.6501062,-3499.306175267419,3219.825288613418
NCA Cell16,12,25,3.3521958544483983,2.6499879,-3498.9332371631763,3215.500138791773
NCA Cell16,13,25,3.3529429138790032,2.6499486,-3498.682684470185,3213.377247839492
NCA Cell16,14,25,3.3531353775800716,2.6499879,-3499.089238483553,3209.819174306506
NCA Cell16,15,25,3.3532992676156583,2.6500275,-3498.641295029037,3206.570112202282
NCA Cell16,16,25,3.3542916978647686,2.6499093,-3498.653606907561,3203.6410531722
NCA Cell16,17,25,3.3527951355871886,2.6500669,-3498.798741652564,3199.73894004164
NCA Cell16,18,25,3.353223063701068,2.6499093,-3498.668918036728,3196.5100708464897
NCA Cell16,19,25,3.3531304747330957,2.6499879,-3498.696755559388,3193.625808929714
NCA Cell16,20,25,3.352740782562278,2.6499879,-3498.820895794469,3189.902305630424
NCA Cell16,21,25,3.353477720996441,2.6498699,-3498.651711610109,3186.333472712403
NCA Cell16,22,25,3.3538156921708184,2.6500669,-3498.6601718549514,3182.994030373673
NCA Cell16,23,25,3.35329127366548,2.6499486,-3498.534763081394,3180.3174060142687
NCA Cell16,24,25,3.353553916370107,2.6499879,-3499.191810453787,3177.235987321506
NCA Cell16,25,25,3.3533282338078294,2.6500275,-3499.080011465064,3174.503304011775
NCA Cell16,26,25,3.353562473309609,2.6499879,-3498.763394294112,3170.508913980443
NCA Cell16,27,25,3.3535240886120996,2.6499879,-3499.4147672889067,3167.3996612948963
NCA Cell16,28,25,3.3529775081850532,2.6499879,-3498.666813466269,3163.7981140572087
NCA Cell16,29,25,3.3540490957295375,2.6499093,-3498.853332717756,3161.8734858294
NCA Cell16,30,25,3.353075416014235,2.6499486,-3499.242091983896,3158.959355570475
NCA Cell16,31,25,3.3535801220640566,2.6499486,-3498.718158492758,3155.374717668592
NCA Cell16,32,25,3.3534476096085406,2.6499879,-3498.88375812588,3154.1660818242744
NCA Cell16,33,25,3.3528695145907474,2.6499879,-3498.8605724814256,3149.3599409187827
NCA Cell16,34,25,3.353624509964413,2.6499093,-3498.7187304154413,3147.278561900905
NCA Cell16,35,25,3.3532722377224196,2.6499879,-3498.914746995643,3144.537564096546
NCA Cell16,36,25,3.3525959558718865,2.6499093,-3498.520772053254,3141.106496164956
NCA Cell16,37,25,3.3529982348754452,2.6499486,-3498.430588392496,3139.2316616392686
NCA Cell16,38,25,3.352309778647687,2.6498699,-3498.90575687516,3136.149689714085
NCA Cell16,39,25,3.3526811128113883,2.6499879,-3498.447082037252,3133.81941022746
NCA Cell16,40,25,3.353296625978648,2.6499486,-3498.9985320324126,3132.370529234891
NCA Cell16,41,25,3.352884633451957,2.6500275,-3498.882891694631,3129.477487597792
NCA Cell16,42,25,3.3531309010676154,2.6499879,-3498.729342383773,3127.212240784233
NCA Cell16,43,25,3.3531383298932385,2.6499093,-3498.810463509052,3124.6135008714477
NCA Cell16,44,25,3.3526477879003562,2.6499879,-3498.7208524953444,3121.764046642932
NCA Cell16,45,25,3.3527679377224198,2.6499093,-3499.12701870792,3120.8727906164563
NCA Cell16,46,25,3.3516105953736655,2.6499486,-3498.7863390699326,3117.464270993516
NCA Cell16,47,25,3.3510824149466196,2.6499879,-3499.730614044828,3115.113658243678
NCA Cell16,48,25,3.3526287142348754,2.6499486,-3498.816685158183,3112.293288480361
NCA Cell16,49,25,3.3520476583629892,2.6499879,-3497.972778218876,3110.117457999812
NCA Cell16,50,25,3.3526182252669035,2.6499093,-3498.364394328302,3108.55933320638
NCA Cell16,51,25,3.352022500711744,2.6498699,-3498.325982806513,3105.9976083991137
NCA Cell16,52,25,3.3521900245551604,2.6499879,-3498.97246866801,3103.194773816867
NCA Cell16,53,25,3.352443968327402,2.6499093,-3498.2013188233423,3102.0755468634693
