Cell,Cycle,Tem,Voltage-mean,Voltage,Current,Capacity
NCA Cell17,1,25,3.349412191103203,2.6499383,-3500.545917255478,3249.925327495798
NCA Cell17,2,25,3.349184935106383,2.6499777,-3500.5412947915725,3252.315476654323
NCA Cell17,3,25,3.350935459929078,2.6499777,-3500.45125527535,3252.749598020155
NCA Cell17,4,25,3.3517618464539005,2.650017,-3500.659400875529,3250.907078108994
NCA Cell17,5,25,3.352956275531915,2.6500564,-3500.745558209101,3249.415526770968
NCA Cell17,6,25,3.3511707968197877,2.6499383,-3500.717359545201,3245.683012062718
NCA Cell17,7,25,3.3516816639575975,2.650017,-3500.58030566344,3245.643560604518
NCA Cell17,8,25,3.3512706911660777,2.649899,-3500.63037082204,3240.111667975939
NCA Cell17,9,25,3.3516776325088338,2.6499383,-3500.626631392446,3236.75327365085
NCA Cell17,10,25,3.3515762053003533,2.6499383,-3500.560867930522,3232.8220918900547
NCA Cell17,11,25,3.3514383300353354,2.6499777,-3500.5763067163643,3227.133847283796
NCA Cell17,12,25,3.351729386925795,2.6499777,-3500.540795127527,3221.912743123371
NCA Cell17,13,25,3.3519091314487635,2.650017,-3500.543201762306,3215.965781601561
NCA Cell17,14,25,3.3511396346289755,2.6499777,-3500.5280410543,3218.5017020681425
NCA Cell17,15,25,3.3511169540636043,2.650017,-3500.58922568916,3203.3236680744094
NCA Cell17,16,25,3.3511642590106008,2.650017,-3500.351986327238,3196.605905141196
NCA Cell17,17,25,3.353266925531915,2.650017,-3500.4335568705437,3188.862795059815
NCA Cell17,18,25,3.3532334209219856,2.6499383,-3500.4315604538783,3181.650506807317
NCA Cell17,19,25,3.352868461347518,2.6498203,-3500.415572117692,3175.3295999583584
NCA Cell17,20,25,3.3527929276595745,2.6499777,-3500.389244166074,3167.749331426188
NCA Cell17,21,25,3.3528288031914895,2.6499777,-3500.393291454813,3161.4507252346443
NCA Cell17,22,25,3.3522210535460997,2.650017,-3500.383517684956,3153.748162326661
NCA Cell17,23,25,3.351993060283688,2.6500959,-3500.389559859963,3146.906562064345
NCA Cell17,24,25,3.3518701936170214,2.649899,-3500.413637784353,3140.52193666694
NCA Cell17,25,25,3.351897143971631,2.6499777,-3500.280879563845,3133.7497449565963
NCA Cell17,26,25,3.3517575237588653,2.6499777,-3500.313835379081,3127.458803661028
NCA Cell17,27,25,3.3512187411347516,2.650017,-3500.226049289392,3120.949321885989
NCA Cell17,28,25,3.351123241489362,2.650017,-3500.371395818513,3114.907261256371
NCA Cell17,29,25,3.351241496099291,2.6500564,-3500.3719902915086,3110.250005831979
NCA Cell17,30,25,3.3507120659574468,2.6499383,-3500.336112212436,3104.469876731364
NCA Cell17,31,25,3.3506479836879435,2.6499777,-3500.4305438559613,3099.569713959283
NCA Cell17,32,25,3.3505383829787236,2.6500564,-3500.4076608987043,3094.541964434949
NCA Cell17,33,25,3.3498295457446807,2.6499777,-3500.41766532723,3089.75815892578
NCA Cell17,34,25,3.3503001939716315,2.650017,-3500.487986729005,3085.599268092445
NCA Cell17,35,25,3.349712687234043,2.6499777,-3500.315418939112,3081.133209751382
NCA Cell17,36,25,3.3500519570921985,2.6499777,-3500.320252379361,3076.5806318891027
NCA Cell17,37,25,3.349862077304965,2.6499777,-3500.303996781343,3076.574294407144
NCA Cell17,38,25,3.349363504255319,2.6500564,-3500.293434242919,3067.9090406525347
NCA Cell17,39,25,3.34931240141844,2.6498597000000004,-3500.32540746938,3064.336671640758
NCA Cell17,40,25,3.3493552663120565,2.650017,-3500.350335450946,3061.048563196208
NCA Cell17,41,25,3.34943080106383,2.6499777,-3500.3833135386326,3057.306953099775
NCA Cell17,42,25,3.348697668794326,2.6499777,-3500.275063711671,3053.66399536377
NCA Cell17,43,25,3.349009576241135,2.650017,-3500.431426187768,3050.339607782796
NCA Cell17,44,25,3.3489351560283693,2.6499383,-3500.390821538677,3046.813961331925
NCA Cell17,45,25,3.3507983462633453,2.6499383,-3500.3903352092134,3043.584733232692
NCA Cell17,46,25,3.3489189581560286,2.6499777,-3500.366380676805,3040.632868700764
NCA Cell17,47,25,3.3486849627659576,2.6499777,-3500.1765404138373,3037.614908258193
NCA Cell17,48,25,3.3488294648936168,2.650017,-3500.05410528556,3034.9100671053056
NCA Cell17,49,25,3.3486740744680854,2.6499777,-3500.149273817032,3031.737044531657
NCA Cell17,50,25,3.34878534858156,2.6499383,-3500.2517159240474,3029.6890381978333
NCA Cell17,51,25,3.348548,2.649899,-3500.187372820962,3026.71850540012
NCA Cell17,52,25,3.3487560308510638,2.6500564,-3500.21361849304,3024.472392998723
NCA Cell17,53,25,3.3483752882978726,2.6499777,-3500.1497432864803,3021.630761703831
NCA Cell17,54,25,3.3501765103202845,2.6500564,-3500.1022952377257,3019.611063135716
