Cell,Cycle,Tem,Voltage-mean,Voltage,Current,Capacity
NCA Cell10,1,25,3.3497415701067617,2.6499493,-3499.563533319833,3269.070950310734
NCA Cell10,2,25,3.3506552163120573,2.6498313,-3499.4551243252117,3270.7055266239427
NCA Cell10,3,25,3.3524969638297875,2.6498706000000003,-3499.5501994667748,3270.954470745442
NCA Cell10,4,25,3.3517210886524826,2.64991,-3499.54473344899,3269.28990374783
NCA Cell10,5,25,3.351663966077739,2.6499887,-3499.537733868824,3267.536466712373
NCA Cell10,6,25,3.3521837473498235,2.6500282000000004,-3499.62017075495,3267.052125406224
NCA Cell10,7,25,3.3522657035335692,2.6500282000000004,-3499.588650439477,3263.843805721843
NCA Cell10,8,25,3.3541654964664307,2.64991,-3499.4886926729077,3260.675365017363
NCA Cell10,9,25,3.354535713074205,2.6499887,-3499.45473846627,3259.225056595592
NCA Cell10,10,25,3.3534858498233215,2.6499887,-3499.573774044197,3254.7829179669875
NCA Cell10,11,25,3.35522050565371,2.6499887,-3499.739645964622,3252.9703891723634
NCA Cell10,12,25,3.355611731095406,2.6499887,-3499.529710186097,3250.231612042779
NCA Cell10,13,25,3.35565708409894,2.6499493,-3499.0372385539563,3245.89374627238
NCA Cell10,14,25,3.354026090812721,2.6499493,-3498.940940995157,3241.898320753039
NCA Cell10,15,25,3.3553368141342754,2.6499887,-3498.8378957218324,3238.477200216877
NCA Cell10,16,25,3.3548950795053,2.6499887,-3498.7706469553004,3234.416640052896
NCA Cell10,17,25,3.3553951042402828,2.6499493,-3498.783208211212,3230.542331931153
NCA Cell10,18,25,3.355017795053003,2.6499493,-3498.86547498084,3226.2841619004994
NCA Cell10,19,25,3.3556576346289755,2.6499493,-3498.914849972741,3222.649915487741
NCA Cell10,20,25,3.355398445229682,2.6499887,-3499.045180067385,3218.540632075465
NCA Cell10,21,25,3.3546605067137807,2.6499887,-3498.998440768419,3214.5344130748167
NCA Cell10,22,25,3.354738562190813,2.6499887,-3499.023606137674,3210.373719289414
NCA Cell10,23,25,3.3547250657243817,2.6499887,-3498.967541618767,3206.501406910265
NCA Cell10,24,25,3.354775707067138,2.6499887,-3498.871731069768,3202.135903804934
NCA Cell10,25,25,3.354931119787986,2.6499493,-3498.8945858688235,3198.184363355172
