Cell,Cycle,Tem,Voltage-mean,Voltage,Current,Capacity
NCA Cell 7,1,25,3.3484551693950175,2.6500542,-3499.518407889572,3259.847034028186
NCA Cell 7,2,25,3.3486315528368795,2.6499755,-3499.5090670347213,3260.122897906902
NCA Cell 7,3,25,3.35034784964539,2.6500149,-3499.562788016672,3258.4382743953447
NCA Cell 7,4,25,3.3517001755319153,2.6499755,-3499.587741462312,3257.049879362386
NCA Cell 7,5,25,3.353376964184397,2.6500149,-3499.6881270965723,3255.111307853326
NCA Cell 7,6,25,3.3520422667844523,2.649936,-3499.657201054953,3252.771421690266
NCA Cell 7,7,25,3.3522220151943465,2.649936,-3499.6237676747915,3249.584704094646
NCA Cell 7,8,25,3.3532145148409898,2.6500542,-3499.632552948786,3247.641510414222
NCA Cell 7,9,25,3.3538560123674914,2.6498573,-3499.729211645817,3245.438476501872
NCA Cell 7,10,25,3.353853922261484,2.6498966,-3499.795019739728,3243.682861424019
NCA Cell 7,11,25,3.3532853371024736,2.6498573,-3499.7335089404023,3241.0654315604656
NCA Cell 7,12,25,3.3542442929328624,2.6500149,-3499.7753137944346,3237.7902368128803
NCA Cell 7,13,25,3.3545936406360424,2.649936,-3499.7178858991338,3235.4692204699736
NCA Cell 7,14,25,3.3552092611307422,2.649936,-3499.845010493254,3233.151773588868
NCA Cell 7,15,25,3.353983445936396,2.6498966,-3499.490853206145,3227.8406612910994
NCA Cell 7,16,25,3.353744299646643,2.6498573,-3499.624556090891,3224.340098748102
NCA Cell 7,17,25,3.3548412752650183,2.649936,-3499.591302233044,3221.73087266018
NCA Cell 7,18,25,3.354826809187279,2.6500542,-3499.611434704901,3218.888080349665
NCA Cell 7,19,25,3.3543692275618375,2.6498966,-3499.632125357206,3215.4718757850483
NCA Cell 7,20,25,3.3540922462897527,2.6500149,-3499.643275050892,3212.55410856771
NCA Cell 7,21,25,3.3549712127208484,2.6499755,-3499.657975424475,3210.1003426531297
NCA Cell 7,22,25,3.354531869964664,2.6500149,-3499.660442725108,3206.419313824596
NCA Cell 7,23,25,3.355158753003533,2.649936,-3499.4988875191334,3203.2457125508618
NCA Cell 7,24,25,3.3547185724381627,2.649936,-3499.522250087469,3199.6513362561022
NCA Cell 7,25,25,3.354186846996466,2.649936,-3499.5510522375985,3196.520918060984
NCA Cell 7,26,25,3.353922656890459,2.6500149,-3499.455609709732,3192.888699948459
NCA Cell 7,27,25,3.3542141151943463,2.6498966,-3499.502329942271,3189.8633269529887
NCA Cell 7,28,25,3.3537068731448763,2.6500936,-3499.559692717074,3186.397471674126
NCA Cell 7,29,25,3.3542367844522967,2.6499755,-3499.7605998609224,3183.535014561226
NCA Cell 7,30,25,3.3545409095406358,2.6500149,-3499.681168777748,3180.171958902724
NCA Cell 7,31,25,3.3539638261484104,2.649936,-3499.67097443136,3177.014284357233
NCA Cell 7,32,25,3.3540827823321555,2.6498966,-3499.522894794495,3174.244381806097
NCA Cell 7,33,25,3.3540550922261483,2.6500542,-3499.763271266804,3171.1652617213263
NCA Cell 7,34,25,3.3545697084805655,2.6500936,-3499.663098044161,3168.660110258786
NCA Cell 7,35,25,3.3543383519434626,2.6498966,-3499.6718691266083,3165.788950674507
NCA Cell 7,36,25,3.3539234883392224,2.6499755,-3499.650922004614,3162.962794633111
NCA Cell 7,37,25,3.3543128957597173,2.6500542,-3499.6140208785137,3160.8637291318078
NCA Cell 7,38,25,3.3541616593639576,2.6500149,-3499.68785027896,3157.8790135348854
NCA Cell 7,39,25,3.353485522614841,2.6500936,-3499.694358486736,3155.22010592787
NCA Cell 7,40,25,3.3532204946996473,2.6498966,-3499.707004347168,3153.246815708959
NCA Cell 7,41,25,3.3542495865724384,2.649936,-3499.858859218612,3150.858141174316
NCA Cell 7,42,25,3.353205474911661,2.6500149,-3499.759833282994,3148.29982310574
NCA Cell 7,43,25,3.3527779473498236,2.649936,-3499.729792207591,3146.027984642199
NCA Cell 7,44,25,3.3531704116607775,2.6499755,-3499.65135747653,3143.887207305095
NCA Cell 7,45,25,3.353370193286219,2.6500149,-3499.789666890592,3141.822865786946
NCA Cell 7,46,25,3.3520659272084803,2.6498573,-3499.787840096186,3139.352816878387
NCA Cell 7,47,25,3.3529483780918734,2.649936,-3499.709904086194,3137.239187636175
