Cell,Cycle,Tem,Voltage-mean,Voltage,Current,Capacity
NCA Cell15,1,25,3.3490017960431655,2.6500721,-3501.274905436369,3276.766683421768
NCA Cell15,2,25,3.3502710516129035,2.6498357999999995,-3501.14560105255,3277.58335952596
NCA Cell15,3,25,3.349640383214286,2.6499147,-3501.253460910144,3274.7504585028746
NCA Cell15,4,25,3.3503691617857143,2.6498752,-3501.163969429944,3271.548235687935
NCA Cell15,5,25,3.352390053214286,2.6498357999999995,-3501.3181630776344,3269.7201053426143
NCA Cell15,6,25,3.351872995357143,2.6498752,-3501.678119399461,3267.2189996964507
NCA Cell15,7,25,3.3529509817857144,2.6500328,-3501.3554031261046,3263.735060369735
NCA Cell15,8,25,3.353603987857143,2.6499934,-3501.547091010772,3260.232839897734
NCA Cell15,9,25,3.353614955,2.6500328,-3501.2201056769973,3255.968085512966
NCA Cell15,10,25,3.3539652925,2.6499934,-3501.2569631269503,3252.609297109648
NCA Cell15,11,25,3.3534608760714284,2.6497965,-3501.468307389685,3248.686364816082
NCA Cell15,12,25,3.3518829572953734,2.6499934,-3501.291564368085,3243.8440011420366
NCA Cell15,13,25,3.351852007117438,2.6501114,-3501.43774099562,3238.9799905126943
NCA Cell15,14,25,3.353587544642857,2.6499541,-3501.45613436328,3233.133871499429
NCA Cell15,15,25,3.3538404517857145,2.6499541,-3501.44618493042,3227.454681428627
NCA Cell15,16,25,3.353642370357143,2.6499541,-3501.263790188832,3223.253946468369
NCA Cell15,17,25,3.353444987857143,2.6499541,-3501.366183337266,3216.8945273923077
NCA Cell15,18,25,3.353279949642857,2.6500721,-3501.1377196547933,3211.7756527815773
NCA Cell15,19,25,3.352868740714286,2.6499934,-3501.329684551683,3205.878645362143
NCA Cell15,20,25,3.3522302117857143,2.6499147,-3501.187859452759,3200.126518920358
NCA Cell15,21,25,3.3535899342857145,2.6499541,-3501.458583556961,3195.916833070882
NCA Cell15,22,25,3.3523951164285717,2.6499541,-3501.271512404312,3189.6956102476647
NCA Cell15,23,25,3.351702601428572,2.6499934,-3501.5844710865363,3183.723202051324
NCA Cell15,24,25,3.3521354535714285,2.6499147,-3501.529758949651,3180.110588758135
NCA Cell15,25,25,3.351434789642857,2.6499541,-3501.298575930785,3173.74748993544
NCA Cell15,26,25,3.351560330357143,2.6501508,-3501.303160263305,3169.161140317654
NCA Cell15,27,25,3.351398094642857,2.6501114,-3501.5249584413395,3163.698315820992
NCA Cell15,28,25,3.3509361332142857,2.6499147,-3501.220026520808,3159.091262863358
NCA Cell15,29,25,3.3509167342857142,2.6500328,-3501.412824788324,3154.99502134128
NCA Cell15,30,25,3.3501816207142854,2.6499147,-3501.187682952985,3150.1453569595
NCA Cell15,31,25,3.3499957639285713,2.6500721,-3501.225142681499,3145.286605218236
NCA Cell15,32,25,3.3497275374999997,2.6498752,-3501.303420143425,3142.033045734593
NCA Cell15,33,25,3.3492620682142857,2.6499147,-3501.224889971706,3136.358167677679
NCA Cell15,34,25,3.351968752688172,2.6500328,-3501.1566373300893,3132.7468717569973
NCA Cell15,35,25,3.3515693333333334,2.6499541,-3501.33456731204,3128.686428247069
NCA Cell15,36,25,3.3509113086021505,2.6499541,-3501.256099363942,3124.656077861466
NCA Cell15,37,25,3.3495601075,2.6499934,-3501.331323632057,3122.361352267251
NCA Cell15,38,25,3.3510052716845875,2.6499541,-3501.477290929276,3116.729706097278
NCA Cell15,39,25,3.350445852688172,2.6498752,-3501.2736222525514,3112.946792192245
NCA Cell15,40,25,3.350236478136201,2.6500328,-3501.332011451313,3109.985297889541
NCA Cell15,41,25,3.3505626799283155,2.6500721,-3501.2991743075813,3106.0723956818297
NCA Cell15,42,25,3.3505897695340505,2.6500328,-3501.206792293884,3103.278825603029
NCA Cell15,43,25,3.350045448028674,2.6499934,-3501.1361663613898,3099.775596674801
NCA Cell15,44,25,3.3499074594982083,2.6498357999999995,-3501.139368927668,3096.4646101869
NCA Cell15,45,25,3.350341727956989,2.6499934,-3501.221861549922,3095.208912186011
NCA Cell15,46,25,3.3501698802867383,2.6499934,-3501.204704809186,3091.0546375382487
NCA Cell15,47,25,3.35004347562724,2.6500721,-3501.465000839228,3088.62918279514
NCA Cell15,48,25,3.350652688172043,2.6500328,-3501.5196715507973,3086.506132053089
NCA Cell15,49,25,3.350169323655914,2.6500721,-3501.286267197912,3083.258652989641
NCA Cell15,50,25,3.350597096057348,2.6499541,-3501.536792811172,3080.470615892468
NCA Cell15,51,25,3.349992672043011,2.6499934,-3501.225380513274,3077.946860730929
NCA Cell15,52,25,3.3493484734767027,2.6500328,-3501.175200996407,3075.6950478240287
NCA Cell15,53,25,3.349242803584229,2.6500721,-3501.224292305655,3074.3631629086653
NCA Cell15,54,25,3.3492734150537635,2.6498752,-3501.138249014697,3070.748137790258
NCA Cell15,55,25,3.3495457143369176,2.6499147,-3501.123652115676,3068.89060741821
NCA Cell15,56,25,3.350016100358423,2.6501114,-3501.3833674445564,3067.191480217829
NCA Cell15,57,25,3.3494789853046596,2.6500328,-3501.2453944946224,3064.9973151348213
NCA Cell15,58,25,3.3502075541218637,2.6499147,-3501.4345796262187,3063.5399069600426
NCA Cell15,59,25,3.3501276956989248,2.6499934,-3501.326137476656,3060.526683233915
NCA Cell15,60,25,3.348715989247312,2.6499934,-3501.2155468323185,3058.673744567874
NCA Cell15,61,25,3.3493268810035843,2.6499147,-3501.352532626278,3058.300091538765
NCA Cell15,62,25,3.3484967286738354,2.6498752,-3501.110972135948,3055.452583638647
NCA Cell15,63,25,3.34961682437276,2.6501114,-3501.1295887320257,3053.88466667589
NCA Cell15,64,25,3.348861155913979,2.6501114,-3501.21768122212,3051.505736961261
NCA Cell15,65,25,3.3479543917562724,2.6499541,-3501.3455731365834,3049.425937062989
NCA Cell15,66,25,3.3491849534050178,2.6501508,-3501.1786346545427,3048.612990916883
NCA Cell15,67,25,3.34875251827957,2.6499541,-3501.1942526488147,3045.458724323866
NCA Cell15,68,25,3.34799544874552,2.6499541,-3501.072786078109,3043.165264399685
NCA Cell15,69,25,3.349239556630825,2.6500328,-3501.424304270035,3041.755556265057
NCA Cell15,70,25,3.3478042731182795,2.6500328,-3501.204844247562,3038.8857105877
NCA Cell15,71,25,3.3481802749103946,2.6500328,-3501.135466450542,3037.293659006211
NCA Cell15,72,25,3.3489609111111114,2.6497965,-3501.2875459893626,3036.4724426436387
NCA Cell15,73,25,3.3481152347670253,2.6499541,-3501.193944423256,3034.6386930929903
NCA Cell15,74,25,3.348641484229391,2.6498357999999995,-3501.2339513865168,3034.196532760143
NCA Cell15,75,25,3.3470558093189964,2.6499147,-3501.4422657633336,3030.019499432782
NCA Cell15,76,25,3.3476363784946233,2.6500721,-3501.431808699371,3029.0734594718438
NCA Cell15,77,25,3.3483365974910395,2.6499541,-3501.2217845513733,3026.342171818168
NCA Cell15,78,25,3.3470285684587813,2.6500721,-3501.389206545636,3024.4234001036243
NCA Cell15,79,25,3.347748268100358,2.6499934,-3501.473830437224,3023.224425759955
NCA Cell15,80,25,3.3480001025089607,2.6499541,-3501.422725202681,3021.022797720539
NCA Cell15,81,25,3.347123524014337,2.6499541,-3501.4664957515806,3019.165504617647
NCA Cell15,82,25,3.348105495340502,2.6499934,-3501.58846365797,3018.0599837778022
NCA Cell15,83,25,3.347032812903226,2.6498357999999995,-3501.28432248979,3015.549910418158
NCA Cell15,84,25,3.347185046594982,2.6499934,-3501.380584723152,3013.6705497778303
NCA Cell15,85,25,3.346759240501792,2.6499541,-3501.255363939717,3012.266120659992
NCA Cell15,86,25,3.3478329255395685,2.6500328,-3501.245090056018,3009.852730217423
NCA Cell15,87,25,3.3472208767025093,2.6500328,-3501.287457240505,3009.764822535263
NCA Cell15,88,25,3.3487113834532374,2.6497965,-3501.466867668185,3006.52689042806
NCA Cell15,89,25,3.346742158064516,2.6499147,-3501.4797701861626,3005.0483506332757
NCA Cell15,90,25,3.347312013261649,2.6499541,-3501.631360681061,3003.096415228813
NCA Cell15,91,25,3.348923504316547,2.6501508,-3501.4720023085088,3000.797214331189
NCA Cell15,92,25,3.3468482623655915,2.6499934,-3500.907656408254,2999.249664488388
NCA Cell15,93,25,3.3489944330935253,2.6499541,-3501.315797299546,2997.952644097766
NCA Cell15,94,25,3.3475866935251797,2.6500328,-3501.208302320204,2995.625647721759
NCA Cell15,95,25,3.347676322661871,2.6498752,-3501.265308687104,2993.8798734206816
NCA Cell15,96,25,3.348731639208633,2.6500721,-3501.202137163444,2992.064527921549
NCA Cell15,97,25,3.347030128673835,2.6499934,-3501.295406111637,2990.6933316316718
NCA Cell15,98,25,3.3481945586330935,2.6500328,-3501.465637594754,2989.023666325005
NCA Cell15,99,25,3.3489311410071942,2.6499934,-3501.36065113375,2987.052931189506
NCA Cell15,100,25,3.347241474193549,2.6500328,-3501.407010072935,2986.18473679891
NCA Cell15,101,25,3.3468486845878136,2.6500328,-3501.493345735686,2983.0688829395867
NCA Cell15,102,25,3.3484929035971227,2.6500328,-3501.235153684784,2981.6293119318325
NCA Cell15,103,25,3.348880170143885,2.6499934,-3501.286235519271,2979.676493915747
NCA Cell15,104,25,3.3483925230215825,2.6499541,-3501.207538488031,2977.403442182073
NCA Cell15,105,25,3.3468046734767025,2.6501508,-3501.261956282269,2977.0387272793214
NCA Cell15,106,25,3.3469875136200713,2.6499934,-3501.236975896439,2975.062399828561
NCA Cell15,107,25,3.348476338489209,2.6498357999999995,-3501.329373273174,2972.751019608559
NCA Cell15,108,25,3.347251360573477,2.6501508,-3501.59436986641,2970.88324296563
NCA Cell15,109,25,3.3486524834532374,2.6500721,-3501.474771477321,2968.754768739828
NCA Cell15,110,25,3.3472173544802866,2.6499147,-3501.3139513530105,2966.9619045669237
NCA Cell15,111,25,3.349121584892086,2.6499147,-3501.43024750882,2965.582151985404
NCA Cell15,112,25,3.3473459906474825,2.6500328,-3501.2059123763347,2963.26599812134
NCA Cell15,113,25,3.348823381294964,2.6498752,-3501.329544457131,2961.673995842555
NCA Cell15,114,25,3.348724416187051,2.6499934,-3501.334684972868,2959.85522453532
NCA Cell15,115,25,3.3479695730215826,2.6500328,-3501.065288978799,2958.0502119683147
NCA Cell15,116,25,3.3469243151079136,2.6499541,-3501.270672359875,2956.355973864203
NCA Cell15,117,25,3.348464018705036,2.6498752,-3501.2154848303776,2954.2997538274467
NCA Cell15,118,25,3.346314463309353,2.6499934,-3501.287491556822,2953.0368322460963
NCA Cell15,119,25,3.347613168345324,2.6501114,-3501.512318255077,2950.825163580322
NCA Cell15,120,25,3.3472763251798563,2.6498752,-3501.316807606513,2948.3139756259498
NCA Cell15,121,25,3.3471796104316547,2.6501114,-3501.320645026929,2946.277470073923
NCA Cell15,122,25,3.3459829848920863,2.6499934,-3501.3761933167216,2943.91335486274
NCA Cell15,123,25,3.345873967266187,2.6500721,-3501.196754370527,2943.200470667317
