Cell,Cycle,Tem,Voltage-mean,Voltage,Current,Capacity
NCA Cell 5,1,45,3.3671080335640142,2.6500232000000006,-3495.9986078205043,3341.949738246666
NCA Cell 5,2,45,3.3680509602076127,2.6498656000000005,-3496.049663823163,3342.254189982231
NCA Cell 5,3,45,3.367754088235294,2.6499836,-3496.561822233534,3338.6078296209025
NCA Cell 5,4,45,3.36747833633218,2.6499836,-3496.064058649274,3336.3365303980822
NCA Cell 5,5,45,3.3683237169550173,2.6501412,-3496.1476532753363,3332.236770008547
NCA Cell 5,6,45,3.367932570242214,2.649905,-3495.94051142196,3328.5913417715087
NCA Cell 5,7,45,3.368114453979239,2.6499443,-3495.936262949656,3325.018719824488
NCA Cell 5,8,45,3.3676525920415226,2.649905,-3496.4896833782423,3322.199262284616
NCA Cell 5,9,45,3.367233917647059,2.6499443,-3495.785595500909,3317.934067388101
NCA Cell 5,10,45,3.366797673356402,2.6501019,-3495.746142228801,3314.107080030791
NCA Cell 5,11,45,3.367309530795848,2.6501019,-3495.9130548479948,3310.0038622068937
NCA Cell 5,12,45,3.369340750347222,2.6501019,-3495.837100303884,3305.860861588949
NCA Cell 5,13,45,3.3667404484429064,2.6499443,-3496.084436770782,3301.513942865532
NCA Cell 5,14,45,3.3682351375,2.6500232000000006,-3496.055689439466,3298.1024695742462
NCA Cell 5,15,45,3.368239372222222,2.6498656000000005,-3496.253410703706,3293.279523965251
NCA Cell 5,16,45,3.3678504173611112,2.6499836,-3496.4652099055243,3288.548574765765
NCA Cell 5,17,45,3.3683230430555557,2.6499443,-3496.500853519566,3283.715633956164
NCA Cell 5,18,45,3.3672268618055554,2.6501412,-3496.1901716123853,3278.46373167087
NCA Cell 5,19,45,3.3672075829861114,2.6498263,-3496.41802720148,3273.057515209826
NCA Cell 5,20,45,3.3666327,2.6499443,-3496.3220727954667,3266.738909278971
NCA Cell 5,21,45,3.3665874434027776,2.6499443,-3496.2329597448856,3260.759092420516
NCA Cell 5,22,45,3.366644865972222,2.649905,-3496.289426882822,3254.755257140705
NCA Cell 5,23,45,3.365937776736111,2.6499443,-3496.172247072458,3248.407908577068
NCA Cell 5,24,45,3.3656974277777776,2.6498656000000005,-3496.2852227790727,3242.163185457087
NCA Cell 5,25,45,3.364803448611111,2.6500232000000006,-3496.32848984631,3235.3379724148244
NCA Cell 5,27,45,3.366300568641115,2.6498656000000005,-3496.3560431503474,3226.361645764432
NCA Cell 5,28,45,3.3660921777003483,2.6499443,-3496.4461337004054,3219.421341708576
NCA Cell 5,29,45,3.366175999651568,2.6499443,-3496.566588485974,3213.404044886744
NCA Cell 5,30,45,3.365826299651568,2.6500232000000006,-3496.4513933985213,3207.1974130046974
NCA Cell 5,31,45,3.3648891411149826,2.6498656000000005,-3496.85278479128,3201.210002610812
NCA Cell 5,32,45,3.364790367944251,2.6500232000000006,-3496.474081082003,3195.6095498758928
NCA Cell 5,33,45,3.3645349163763068,2.6499836,-3496.57028844801,3189.549276587593
NCA Cell 5,34,45,3.3647638846689896,2.6499443,-3496.5753087895723,3184.090451229926
NCA Cell 5,35,45,3.364957873867596,2.6499443,-3496.570711426652,3178.619435665696
NCA Cell 5,36,45,3.364066132752613,2.6499443,-3496.524622401892,3173.135125609264
NCA Cell 5,37,45,3.3637872271777005,2.649905,-3496.412022182029,3168.037539196503
NCA Cell 5,38,45,3.3631521630662022,2.6500232000000006,-3496.768439814334,3162.8452574050566
NCA Cell 5,39,45,3.3629215473867595,2.6501019,-3496.332576210103,3157.110975933702
NCA Cell 5,40,45,3.363492808013937,2.6499443,-3496.0168102326925,3152.305570597874
NCA Cell 5,41,45,3.3627002595818816,2.649905,-3496.116948285268,3147.086661599662
NCA Cell 5,42,45,3.3624860958188156,2.6500626,-3495.9672532153472,3142.444975940484
NCA Cell 5,43,45,3.3629812209059233,2.6498263,-3496.290514372331,3138.783661989746
NCA Cell 5,44,45,3.362223928571429,2.6500232000000006,-3496.1313155463017,3133.2025205120176
NCA Cell 5,45,45,3.3621706905923343,2.6501806,-3495.909707368769,3128.305479268257
NCA Cell 5,46,45,3.362231058188154,2.6500232000000006,-3495.907263931733,3123.854773762614
NCA Cell 5,47,45,3.364188231818182,2.6500626,-3495.768976481703,3119.5381053493907
NCA Cell 5,48,45,3.3635714667832173,2.6498656000000005,-3495.85703158159,3115.564547645806
NCA Cell 5,49,45,3.36348046993007,2.6499443,-3496.476367789851,3112.141380358341
NCA Cell 5,50,45,3.3637717849650346,2.6501019,-3495.981091971195,3107.9383462921837
NCA Cell 5,51,45,3.363065808741258,2.649905,-3495.925752875281,3103.722290403376
NCA Cell 5,53,45,3.363032208041958,2.6498656000000005,-3496.057805496326,3101.534357224936
NCA Cell 5,54,45,3.3622978755244755,2.6501019,-3495.9785386351923,3096.7490359931107
NCA Cell 5,55,45,3.363035237762238,2.6500232000000006,-3496.310291107677,3092.8352074015306
NCA Cell 5,56,45,3.3624429776223774,2.6500232000000006,-3495.9844310009944,3088.585384987251
NCA Cell 5,57,45,3.3615993328671325,2.6500232000000006,-3495.913119709952,3085.039857751331
NCA Cell 5,58,45,3.3614189853146854,2.6501019,-3495.85407002993,3081.362142125246
NCA Cell 5,59,45,3.3613502811188813,2.6499443,-3495.867412578374,3077.9061845225688
NCA Cell 5,60,45,3.3603155468531463,2.6500232000000006,-3496.06313696581,3074.3435485706927
NCA Cell 5,61,45,3.361296037412587,2.6501412,-3497.485627453652,3073.1785800435387
NCA Cell 5,62,45,3.3604815765734264,2.6499443,-3497.536846157171,3069.543153032497
NCA Cell 5,63,45,3.359856413636364,2.6500626,-3497.627897881138,3066.22259355808
NCA Cell 5,64,45,3.3588063975524474,2.6500232000000006,-3497.797530744399,3063.919805609268
NCA Cell 5,65,45,3.3612968014035087,2.6500232000000006,-3497.9502935008086,3060.686155540091
NCA Cell 5,66,45,3.3606165312280702,2.6500232000000006,-3498.011925116808,3057.8708119767275
NCA Cell 5,67,45,3.361118038596491,2.6499836,-3497.885260299053,3054.619689277205
NCA Cell 5,68,45,3.3589972038461537,2.649905,-3497.5151512943185,3052.0053041110573
NCA Cell 5,69,45,3.360777213684211,2.6500232000000006,-3497.7411634764912,3049.317408839383
NCA Cell 5,70,45,3.3597627428070176,2.6500232000000006,-3498.0848273085107,3046.583576609834
NCA Cell 5,71,45,3.3599721849122806,2.6498656000000005,-3498.058729504224,3043.529288384332
NCA Cell 5,72,45,3.3603137052631578,2.6500232000000006,-3497.815220914028,3041.0602040435106
NCA Cell 5,73,45,3.360097218245614,2.6500232000000006,-3497.650370630752,3037.9509125377067
NCA Cell 5,74,45,3.3585869136842104,2.6500626,-3497.592549055899,3035.682066421577
NCA Cell 5,75,45,3.3592097133333336,2.6499443,-3497.953769537132,3033.181587264404
NCA Cell 5,76,45,3.3583338119298243,2.6498656000000005,-3497.904037060949,3030.5430919613977
NCA Cell 5,77,45,3.3590596775438595,2.6499443,-3498.0049530600872,3028.272813855388
NCA Cell 5,79,45,3.357448249473684,2.649905,-3498.254461040293,3027.966992080213
NCA Cell 5,80,45,3.3580793375438596,2.649905,-3498.1979004455497,3023.336280016411
NCA Cell 5,81,45,3.3579290259649124,2.6500626,-3498.05102839847,3021.468918492838
NCA Cell 5,82,45,3.3578884087719296,2.6500232000000006,-3498.1428553173328,3018.661316297741
NCA Cell 5,83,45,3.3579451845614035,2.6499836,-3497.9130351202443,3016.182050797528
NCA Cell 5,84,45,3.35696097508772,2.6500626,-3497.8462923839897,3013.957914685058
NCA Cell 5,85,45,3.3591553070422537,2.6500232000000006,-3497.8170445696337,3011.7003746569817
NCA Cell 5,86,45,3.35693901122807,2.6499836,-3497.525784448701,3009.020673099229
NCA Cell 5,87,45,3.358110833333334,2.649905,-3497.61882456578,3007.3002593632013
NCA Cell 5,88,45,3.3577437610526317,2.6499836,-3497.3983946077306,3004.793806035968
NCA Cell 5,89,45,3.3576626610526317,2.6499443,-3497.421891403992,3002.7951649106158
NCA Cell 5,90,45,3.358769608802817,2.6499836,-3497.8071687694514,3001.0889862726503
NCA Cell 5,91,45,3.357847510211268,2.6500626,-3497.32588379928,2998.0251513342296
NCA Cell 5,92,45,3.359015141549296,2.6499443,-3497.426289636472,2995.904621881511
NCA Cell 5,93,45,3.3575329334507042,2.6499836,-3497.256962147528,2994.1976478194188
NCA Cell 5,94,45,3.3581906461267605,2.6500232000000006,-3497.31439207231,2992.0188447304936
NCA Cell 5,95,45,3.3579442788732394,2.6499443,-3497.262112025056,2989.605456235353
NCA Cell 5,96,45,3.3559923775438594,2.649905,-3497.843135968727,2987.928165538195
NCA Cell 5,97,45,3.3579146137323947,2.6501019,-3497.694364377267,2986.198612164173
NCA Cell 5,98,45,3.3581102341549296,2.6500232000000006,-3497.207965644719,2984.678701195748
NCA Cell 5,99,45,3.3568741133802815,2.6499836,-3497.068650849535,2982.7454487481014
NCA Cell 5,100,45,3.356693044366197,2.6498656000000005,-3497.2401080175373,2980.515327361382
NCA Cell 5,101,45,3.3579065697183097,2.6500232000000006,-3497.100023905703,2978.761034085152
NCA Cell 5,102,45,3.355565621830986,2.6499443,-3496.919280735223,2976.52596774821
NCA Cell 5,103,45,3.356663377464789,2.6500232000000006,-3497.12505442898,2974.68529244561
NCA Cell 5,105,45,3.3566611602112677,2.6499443,-3497.013880126145,2973.3178200086827
NCA Cell 5,106,45,3.356170233450704,2.6499443,-3496.84539978961,2969.846274100205
NCA Cell 5,107,45,3.357158884859155,2.6499443,-3496.82761201249,2967.4464697314443
NCA Cell 5,108,45,3.356309152464789,2.6499443,-3496.9283816033644,2965.1626192087097
NCA Cell 5,109,45,3.3554379341549296,2.6501019,-3496.877987760266,2963.402605063343
NCA Cell 5,110,45,3.356084277112676,2.6500232000000006,-3496.991520928793,2961.4701529239896
NCA Cell 5,111,45,3.3555929355633802,2.6498656000000005,-3497.0448133637688,2959.282819795332
NCA Cell 5,112,45,3.3549582348591547,2.6499443,-3496.7997484949547,2957.19533041626
