Cell,Cycle,Tem,Voltage-mean,Voltage,Current,Capacity
NCA Cell11,1,45,3.3679554017361113,2.6501315,-3497.6208137773747,3338.290208344998
NCA Cell11,2,45,3.368642191319444,2.6500132,-3497.805638424281,3336.4914913509133
NCA Cell11,3,45,3.3685024482638886,2.6499739,-3497.560583998225,3333.252699365506
NCA Cell11,4,45,3.368217101736111,2.6498556,-3497.758428665458,3330.797843974879
NCA Cell11,5,45,3.3665334148788926,2.6499739,-3497.8689426864808,3327.9982953377285
NCA Cell11,6,45,3.366671167820069,2.6499739,-3497.85133450597,3325.070098366701
NCA Cell11,7,45,3.366346881314879,2.6498556,-3497.832099723933,3321.122206779242
NCA Cell11,8,45,3.3686409579861114,2.6499739,-3497.759389203829,3317.935590793725
NCA Cell11,9,45,3.3683837736111113,2.6500525,-3497.567065885737,3314.104626012509
NCA Cell11,10,45,3.3677231059027775,2.6500525,-3497.576247107599,3310.681883365884
NCA Cell11,11,45,3.3663223570934258,2.6498952,-3497.657358202448,3307.188064877932
NCA Cell11,12,45,3.3680762697916666,2.6499739,-3497.657929320663,3304.413103623858
NCA Cell11,13,45,3.368718891319445,2.6499345,-3497.741312528194,3301.100497115616
NCA Cell11,14,45,3.368204249652778,2.6499739,-3497.583541709228,3297.81032361152
NCA Cell11,15,45,3.3683242923611107,2.6499345,-3497.492804598243,3294.6646544113537
NCA Cell11,16,45,3.367075977777778,2.6500525,-3497.547085398989,3291.5218570114503
NCA Cell11,17,45,3.3672590562500004,2.6500525,-3497.602461525744,3288.779946203341
NCA Cell11,18,45,3.3672459256944447,2.6499739,-3497.6441960130046,3285.868697324492
NCA Cell11,19,45,3.3671986180555553,2.6500525,-3497.746737901284,3282.711716234811
NCA Cell11,20,45,3.36682795625,2.6498952,-3497.56710751158,3279.080989330647
NCA Cell11,21,45,3.3670640829861114,2.6500132,-3497.580658060749,3275.3794801451286
NCA Cell11,22,45,3.3664613899305555,2.6499739,-3497.5334107107647,3272.426765069447
NCA Cell11,23,45,3.366448671527778,2.6499739,-3497.615378188825,3269.079869284124
NCA Cell11,24,45,3.366283642361111,2.6500525,-3497.647748227561,3265.295687546524
NCA Cell11,25,45,3.365930885763889,2.6500525,-3497.6004378827065,3261.272100086128
NCA Cell11,26,45,3.3647933166666664,2.6498952,-3497.644548488732,3256.791912502983
NCA Cell11,27,45,3.3651035472222226,2.6499739,-3497.549983515061,3252.374381181911
NCA Cell11,28,45,3.3650474899305554,2.6499739,-3497.722559500647,3248.745967940403
NCA Cell11,29,45,3.3642871524305553,2.6499739,-3497.630181707502,3244.307271698132
NCA Cell11,30,45,3.3644357736111115,2.6499739,-3497.697753412006,3239.8817992377394
NCA Cell11,31,45,3.3640348913194447,2.6499345,-3497.527920923875,3235.293886834853
NCA Cell11,32,45,3.365842929965157,2.6499739,-3497.523266912608,3230.8232938578303
NCA Cell11,33,45,3.364059776736111,2.6499739,-3497.341010662667,3226.2639704885555
NCA Cell11,34,45,3.365399211498258,2.6499739,-3497.693906856688,3221.835329336073
NCA Cell11,35,45,3.3653393857142855,2.6500132,-3497.6994956286376,3217.103690000405
NCA Cell11,36,45,3.364533866898955,2.6500132,-3497.767652867489,3212.449295562743
NCA Cell11,37,45,3.3645522491289204,2.6499345,-3497.724093553571,3207.91578232232
NCA Cell11,38,45,3.3646767,2.6498952,-3497.7271448457973,3202.958248429225
NCA Cell11,39,45,3.36424807456446,2.6499345,-3497.733060216811,3198.358643166233
NCA Cell11,40,45,3.3639292094076656,2.6499345,-3497.7479915896283,3194.094704959312
NCA Cell11,41,45,3.3634223763066204,2.6499345,-3497.7923400661625,3189.94033374105
NCA Cell11,42,45,3.3636567216027875,2.6499345,-3497.881440930905,3185.2914798398165
NCA Cell11,43,45,3.363003773170732,2.6499739,-3497.904640934286,3181.507159268797
NCA Cell11,44,45,3.363407418466899,2.6498556,-3497.6780205296973,3177.127977179632
NCA Cell11,45,45,3.362819914634146,2.6499739,-3497.620808550177,3172.9716584928387
NCA Cell11,46,45,3.362722637979094,2.6499345,-3497.520875178924,3169.277212683104
NCA Cell11,47,45,3.3620187846689897,2.6499739,-3497.505470492976,3164.7891710313625
NCA Cell11,48,45,3.362241195470383,2.6500132,-3497.6118129077067,3161.576026891409
NCA Cell11,49,45,3.362734985017422,2.6500132,-3497.6443730946635,3157.933574217394
NCA Cell11,50,45,3.362111259581882,2.6500919,-3497.737205830069,3153.965692333171
NCA Cell11,51,45,3.363953177622377,2.6500132,-3497.6150009788234,3149.924020532498
NCA Cell11,52,45,3.3618242355400696,2.6499345,-3497.671997631265,3146.015030374621
NCA Cell11,53,45,3.363830227272727,2.6498163,-3497.623426764756,3143.2958818104385
NCA Cell11,54,45,3.363410154195804,2.6498952,-3497.610808119511,3140.8283851809333
NCA Cell11,55,45,3.3636480713286714,2.6499345,-3497.664430843105,3138.260355788573
NCA Cell11,56,45,3.363222904545455,2.6498952,-3497.6896568618927,3135.4157546392157
NCA Cell11,57,45,3.3631955083916085,2.6499345,-3497.569046596505,3132.6567878653977
NCA Cell11,58,45,3.3632891318181817,2.6500132,-3497.672660518003,3130.237928818219
NCA Cell11,59,45,3.3632406660839163,2.6499345,-3497.654784558596,3127.548917994387
NCA Cell11,60,45,3.362479682867133,2.6499345,-3497.5926319704304,3124.7420684442827
NCA Cell11,61,45,3.362301941258741,2.6499739,-3497.563505358963,3122.1978757500538
NCA Cell11,62,45,3.362056037762238,2.6499739,-3497.515160411095,3119.502395317249
NCA Cell11,63,45,3.3621135909090913,2.6499345,-3497.6189587993103,3116.87262935764
NCA Cell11,64,45,3.3619818367132868,2.6498952,-3497.594025333009,3114.2468833695475
NCA Cell11,65,45,3.361537384965035,2.6500919,-3497.627333511165,3111.523426552736
NCA Cell11,66,45,3.361811240909091,2.6499345,-3497.588792180547,3108.999108226455
NCA Cell11,67,45,3.3611173097902096,2.6499345,-3497.6003191158693,3106.4964009259697
NCA Cell11,68,45,3.3619310195804197,2.6499345,-3497.518610103114,3104.333222275523
NCA Cell11,69,45,3.360418567832168,2.6500132,-3497.5179802310467,3101.688966454397
NCA Cell11,70,45,3.360630187412587,2.6499739,-3497.648493392561,3099.355642612305
NCA Cell11,71,45,3.3606942199300702,2.6499345,-3497.609226186908,3096.934249033068
NCA Cell11,72,45,3.3605640979020976,2.6498163,-3497.646420200552,3094.8000237319598
NCA Cell11,73,45,3.360662685314685,2.6499739,-3497.6164703608783,3092.514793046332
NCA Cell11,74,45,3.3606507146853146,2.6500132,-3497.544205128318,3089.8936366271973
NCA Cell11,75,45,3.359751495104895,2.6498952,-3497.5405210176064,3087.441987098255
NCA Cell11,76,45,3.359835483916084,2.6498952,-3497.613824398916,3085.008778935005
NCA Cell11,77,45,3.359082632167832,2.6499345,-3497.8096403813624,3082.822226986762
NCA Cell11,78,45,3.3598944115384617,2.6500132,-3497.5593373494503,3080.6584877248797
NCA Cell11,79,45,3.3602518381118878,2.6500132,-3497.789583294272,3078.861105386554
NCA Cell11,80,45,3.3597282314685315,2.6500132,-3497.656358987143,3076.509268709313
NCA Cell11,81,45,3.3589296678321676,2.6500525,-3497.472913047641,3074.349168646377
NCA Cell11,82,45,3.3588429188811184,2.6499739,-3497.543851619087,3072.4723104882787
NCA Cell11,83,45,3.3591448664335664,2.6499739,-3497.5031854509853,3070.253577037219
NCA Cell11,84,45,3.360775996140351,2.6499345,-3497.512197738253,3068.354832506645
NCA Cell11,85,45,3.360199567368421,2.6499345,-3497.577681155328,3066.754852699653
NCA Cell11,86,45,3.3605644614035093,2.6498952,-3497.726254610187,3064.701941566298
NCA Cell11,87,45,3.3608431512280705,2.6500919,-3497.489381672964,3062.5235873056376
NCA Cell11,88,45,3.3602270585964913,2.6499345,-3497.596884641665,3060.5087740924764
NCA Cell11,89,45,3.3592890470175436,2.6500525,-3497.7058575329447,3058.6152102893075
NCA Cell11,90,45,3.3611164424561406,2.6500132,-3497.728474738709,3056.968299101969
NCA Cell11,91,45,3.3601601877192984,2.6499739,-3497.8026564231154,3055.523966408557
NCA Cell11,92,45,3.3596486943859647,2.6498952,-3497.615379412581,3053.37641795573
NCA Cell11,93,45,3.3595786480701757,2.6500525,-3497.607935312646,3051.7027925431344
NCA Cell11,94,45,3.360912229473685,2.6500525,-3497.627475864112,3049.742903854029
NCA Cell11,95,45,3.359268458596491,2.6499739,-3497.616299133911,3047.850826303169
NCA Cell11,96,45,3.358960767368421,2.6498163,-3497.624242521747,3046.186754975585
NCA Cell11,97,45,3.3588469200000004,2.6498952,-3497.826517591531,3044.90620507867
NCA Cell11,98,45,3.358047630877193,2.6500525,-3497.8528342968407,3042.760900504691
NCA Cell11,99,45,3.3595699435087716,2.6499345,-3497.7256106286736,3041.091106610243
NCA Cell11,100,45,3.3578640098245613,2.6499739,-3497.665179562602,3039.0401107912844
NCA Cell11,101,45,3.3600090329824566,2.6498952,-3497.616754223008,3037.5917200360777
NCA Cell11,102,45,3.357693637894737,2.6499345,-3497.651761587625,3035.6128911558726
NCA Cell11,103,45,3.3598097982456143,2.6498952,-3497.8354707116555,3034.279424687364
NCA Cell11,104,45,3.358645609122807,2.6500525,-3497.8048941258785,3032.5551805445707
NCA Cell11,105,45,3.358880631929825,2.6499345,-3497.743233938465,3030.531481461589
NCA Cell11,106,45,3.3589661578947365,2.6500525,-3497.70009124979,3028.771823375515
NCA Cell11,107,45,3.357765904561404,2.6500132,-3497.753961277635,3027.541503512909
NCA Cell11,108,45,3.358652243508772,2.6499739,-3497.766834011782,3025.691199460854
NCA Cell11,109,45,3.3591239371929826,2.6501315,-3497.603058800924,3023.950420678168
NCA Cell11,110,45,3.358534249122807,2.6498952,-3497.608851386242,3022.640655443252
NCA Cell11,111,45,3.35763270877193,2.6498556,-3497.524207095857,3021.032294983863
NCA Cell11,112,45,3.358594347368421,2.6499739,-3497.683203170169,3019.203134760471
NCA Cell11,113,45,3.3585766666666665,2.6500132,-3497.619767496731,3018.010844581571
NCA Cell11,114,45,3.3577183807017543,2.6500132,-3497.65109417941,3016.4647529522053
NCA Cell11,115,45,3.358303091578947,2.6499739,-3497.56398027999,3014.7379012489146
NCA Cell11,116,45,3.357384153684211,2.6500525,-3497.496391432488,3013.103269505343
NCA Cell11,117,45,3.3576801073684215,2.6499739,-3497.511449103384,3011.239793876001
NCA Cell11,118,45,3.3587806383802814,2.6499739,-3497.444766793168,3009.868363062609
NCA Cell11,119,45,3.356870586666667,2.6500132,-3497.4639527002446,3008.385433271894
NCA Cell11,120,45,3.35870771056338,2.6498556,-3497.494566344684,3006.685877845596
NCA Cell11,121,45,3.358227279225352,2.6500132,-3497.423091185729,3005.359395778128
NCA Cell11,122,45,3.357847920422535,2.6498952,-3497.498593480455,3003.557746700165
NCA Cell11,123,45,3.3585650352112677,2.6499345,-3497.296612854849,3001.6113990648078
NCA Cell11,124,45,3.3587752341549297,2.6500132,-3497.326661444358,2999.8947255364287
NCA Cell11,125,45,3.3589880690140843,2.6498952,-3497.2931203086778,2998.191498573676
NCA Cell11,126,45,3.358179717253521,2.6498556,-3497.3217662476923,2996.6699905981486
NCA Cell11,127,45,3.356905954035088,2.6501315,-3497.3127328886903,2994.89109632867
NCA Cell11,128,45,3.3567000154929576,2.6500525,-3497.256024681184,2993.277141290421
NCA Cell11,129,45,3.3579172478873236,2.6499739,-3497.207365480175,2991.750718206919
NCA Cell11,130,45,3.35801735915493,2.6500132,-3497.185548012871,2990.4539898459198
NCA Cell11,131,45,3.3584617352112676,2.6499739,-3497.239358283656,2988.9319106515863
NCA Cell11,132,45,3.357382740140845,2.6499739,-3497.253340036172,2987.583844684244
NCA Cell11,133,45,3.3572445154929578,2.6499739,-3497.280969976375,2985.778061953531
NCA Cell11,134,45,3.357648679225352,2.6500132,-3497.372658271028,2984.57298082411
NCA Cell11,135,45,3.3585259408450705,2.6498952,-3497.310622905437,2983.077532559275
NCA Cell11,136,45,3.357786503521127,2.6500132,-3497.2343489267278,2981.703450986191
NCA Cell11,137,45,3.356757423239437,2.6499739,-3497.224060742089,2980.370778900148
NCA Cell11,138,45,3.3571115373239437,2.6499739,-3497.170966541752,2978.7863830794263
NCA Cell11,139,45,3.3563533855633803,2.6499739,-3497.169462299455,2977.3378448769813
NCA Cell11,140,45,3.3571920961267607,2.6499345,-3497.346599920863,2976.196018652613
NCA Cell11,141,45,3.3557162742957747,2.6498952,-3497.327012742077,2974.4138998178432
NCA Cell11,142,45,3.356409818309859,2.6499345,-3497.117364801861,2973.319058688286
NCA Cell11,143,45,3.3544793549295773,2.6499345,-3497.155609785192,2971.9103487015777
NCA Cell11,144,45,3.355771039788732,2.6500132,-3497.010613475412,2970.471097322185
NCA Cell11,145,45,3.355364509859155,2.6500525,-3497.074535570277,2969.036913279217
NCA Cell11,146,45,3.3578025830985916,2.6498163,-3497.276598996487,2968.240324340681
NCA Cell11,147,45,3.355588303521127,2.6499739,-3497.2523579955373,2966.7642535350237
NCA Cell11,148,45,3.3546770704225355,2.6498952,-3497.145822201363,2964.9730476839204
NCA Cell11,149,45,3.3567963771126763,2.6498556,-3497.011179198462,2963.781035886774
NCA Cell11,150,45,3.357055517253521,2.6500525,-3496.98524215008,2962.091891233994
NCA Cell11,151,45,3.3562181982394366,2.6499345,-3496.886382277862,2961.040578309327
NCA Cell11,152,45,3.3557818549295773,2.6500132,-3496.922457170595,2959.612843892144
NCA Cell11,153,45,3.3572583711267603,2.6500132,-3496.974195207416,2958.420701830918
NCA Cell11,154,45,3.356919781690141,2.6499345,-3496.9867978825646,2956.9535370255544
NCA Cell11,155,45,3.355117710915493,2.6500132,-3496.9081091609023,2955.7633797417543
NCA Cell11,156,45,3.356868061619718,2.6499739,-3496.952359131602,2954.435095250924
NCA Cell11,157,45,3.3567913876760564,2.6500525,-3496.915973001281,2953.0859348621943
